Campaign,Type,Ware,Number
SLP-2004,CER,CW,2
SLP-2004,CER,CW,3
SLP-2004,CER,CW,1
SLP-2004,CER,CW,1
SLP-2004,CER,CW,1
SLP-2004,CER,CW,1
SLP-2004,CER,CW,2
SLP-2004,CER,CW,4
SLP-2004,CER,CW,3
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,14
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,11
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,9
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,5
SLP-2004,CER,CW1,7
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,9
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,4
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,10
SLP-2004,CER,CW1,3
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,4
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,4
SLP-2004,CER,CW1,15
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,24
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,3
SLP-2004,CER,CW1,8
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,10
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,5
SLP-2004,CER,CW1,3
SLP-2004,CER,CW1,9
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,4
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,1
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,2
SLP-2004,CER,CW1,3
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,4
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,3
SLP-2004,CER,CW2,4
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,3
SLP-2004,CER,CW2,4
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,5
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,6
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,3
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,4
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,6
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,6
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,5
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,3
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,2
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,CW2,1
SLP-2004,CER,DO,1
SLP-2004,CER,DO,1
SLP-2004,CER,DO,4
SLP-2004,CER,DO,1
SLP-2004,CER,DO,2
SLP-2004,CER,DO,1
SLP-2004,CER,DO,1
SLP-2004,CER,DO,2
SLP-2004,CER,DO,1
SLP-2004,CER,DO,2
SLP-2004,CER,DO,1
SLP-2004,CER,DO,1
SLP-2004,CER,DO,2
SLP-2004,CER,DO,1
SLP-2004,CER,DO,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,4
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,2
SLP-2004,CER,DO1,3
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO1,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,2
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,2
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,2
SLP-2004,CER,DO2,3
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,3
SLP-2004,CER,DO2,4
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,2
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,DO2,1
SLP-2004,CER,FW,1
SLP-2004,CER,FW,1
SLP-2004,CER,GL,1
SLP-2004,CER,GL,1
SLP-2004,CER,GL,1
SLP-2004,CER,GL,1
SLP-2004,CER,GL,1
SLP-2004,CER,GL,2
SLP-2004,CER,GL,1
SLP-2004,CER,GL,3
SLP-2004,CER,GL,3
SLP-2004,CER,GL,3
SLP-2004,CER,GL,2
SLP-2004,CER,GL,1
SLP-2004,CER,GL,2
SLP-2004,CER,GL,1
SLP-2004,CER,GL,5
SLP-2004,CER,GL,2
SLP-2004,CER,GL,1
SLP-2004,CER,GL,3
SLP-2004,CER,GL,3
SLP-2004,CER,GL,1
SLP-2004,CER,GL,2
SLP-2004,CER,GL,1
SLP-2004,CER,GL,1
SLP-2004,CER,GL,1
SLP-2004,CER,GL,1
SLP-2004,CER,GL,11
SLP-2004,CER,GL,2
SLP-2004,CER,GL,9
SLP-2004,CER,GL,4
SLP-2004,CER,GL,1
SLP-2004,CER,GL,2
SLP-2004,CER,GL,1
SLP-2004,CER,GML,1
SLP-2004,CER,GML,1
SLP-2004,CER,GML,1
SLP-2004,CER,GML,1
SLP-2004,CER,IMB,7
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,8
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,8
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,7
SLP-2004,CER,IMB,7
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,6
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,6
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,12
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,7
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,23
SLP-2004,CER,IMB,14
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,9
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,8
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,8
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,6
SLP-2004,CER,IMB,8
SLP-2004,CER,IMB,8
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,7
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,11
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,7
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,10
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,13
SLP-2004,CER,IMB,6
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,14
SLP-2004,CER,IMB,19
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,9
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,9
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,19
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,8
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,6
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,6
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,15
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,10
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,9
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,10
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,7
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,9
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,13
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,7
SLP-2004,CER,IMB,6
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,5
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,8
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,3
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,2
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,4
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMB,1
SLP-2004,CER,IMC,1
SLP-2004,CER,IMC,1
SLP-2004,CER,IMC,7
SLP-2004,CER,IMC,1
SLP-2004,CER,IMC,1
SLP-2004,CER,IMC,1
SLP-2004,CER,IMC,1
SLP-2004,CER,IMC,2
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,14
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,13
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,12
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,6
SLP-2004,CER,IMP,23
SLP-2004,CER,IMP,5
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,5
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,17
SLP-2004,CER,IMP,39
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,24
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,11
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,7
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,9
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,5
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,6
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,12
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,5
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,6
SLP-2004,CER,IMP,7
SLP-2004,CER,IMP,11
SLP-2004,CER,IMP,22
SLP-2004,CER,IMP,14
SLP-2004,CER,IMP,6
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,9
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,6
SLP-2004,CER,IMP,18
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,41
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,12
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,5
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,7
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,6
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,17
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,4
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,9
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,6
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,8
SLP-2004,CER,IMP,5
SLP-2004,CER,IMP,18
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,3
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,1
SLP-2004,CER,IMP,2
SLP-2004,CER,IMP,7
SLP-2004,CER,ITS,1
SLP-2004,CER,ITS,1
SLP-2004,CER,ITS,2
SLP-2004,CER,LGP,1
SLP-2004,CER,LGP,1
SLP-2004,CER,LGP,1
SLP-2004,CER,LW,1
SLP-2004,CER,LW,4
SLP-2004,CER,LW,1
SLP-2004,CER,LW,1
SLP-2004,STO,MS,1
SLP-2004,STO,MS,1
SLP-2004,STO,MS,1
SLP-2004,STO,MS,1
SLP-2004,STO,MS,1
SLP-2004,CER,OC,1
SLP-2004,CER,OC,1
SLP-2004,CER,OC,1
SLP-2004,CER,OC,4
SLP-2004,CER,OC,8
SLP-2004,CER,PMJ,1
SLP-2004,CER,PRW,1
SLP-2004,CER,PS,2
SLP-2004,CER,PS,1
SLP-2004,CER,PS,1
SLP-2004,CER,PS,4
SLP-2004,CER,PW,2
SLP-2004,CER,PW,2
SLP-2004,CER,PW,10
SLP-2004,CER,PW,3
SLP-2004,CER,PW,6
SLP-2004,CER,PW,4
SLP-2004,CER,PW,3
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,4
SLP-2004,CER,PW,2
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,3
SLP-2004,CER,PW,1
SLP-2004,CER,PW,4
SLP-2004,CER,PW,1
SLP-2004,CER,PW,3
SLP-2004,CER,PW,1
SLP-2004,CER,PW,4
SLP-2004,CER,PW,7
SLP-2004,CER,PW,3
SLP-2004,CER,PW,2
SLP-2004,CER,PW,3
SLP-2004,CER,PW,3
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,2
SLP-2004,CER,PW,3
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,9
SLP-2004,CER,PW,2
SLP-2004,CER,PW,3
SLP-2004,CER,PW,2
SLP-2004,CER,PW,4
SLP-2004,CER,PW,6
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,5
SLP-2004,CER,PW,3
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,2
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,7
SLP-2004,CER,PW,4
SLP-2004,CER,PW,2
SLP-2004,CER,PW,3
SLP-2004,CER,PW,1
SLP-2004,CER,PW,11
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,2
SLP-2004,CER,PW,8
SLP-2004,CER,PW,13
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,2
SLP-2004,CER,PW,1
SLP-2004,CER,PW,2
SLP-2004,CER,PW,4
SLP-2004,CER,PW,2
SLP-2004,CER,PW,3
SLP-2004,CER,PW,1
SLP-2004,CER,PW,1
SLP-2004,CER,PW,2
SLP-2004,CER,PW,2
SLP-2004,CER,PW,4
SLP-2004,CER,PW,2
SLP-2004,CER,PW,4
SLP-2004,CER,PW,2
