Campaign,UnitID,SiteID,Type,Ware,Number,Weight,Era,Period,low,high
SLP-2004,141,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,13,,CER,IMB,6,,Classic,H-R,-350,500
SLP-2004,171,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,174,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,182,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,193,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,193,,CER,IMB,3,50,Classic,H-R,-350,500
SLP-2004,194,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,195,,CER,IMB,6,,Classic,H-R,-350,500
SLP-2004,196,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,197,,CER,IMB,4,,Classic,H-R,-350,500
SLP-2004,200,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,202,,CER,IMB,4,100,Classic,H-R,-350,500
SLP-2004,203,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,217,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,243,,CER,IMB,4,80,Classic,H-R,-350,500
SLP-2004,258,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,319,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,322,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,327,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,336,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,339,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,343,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,343,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,344,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,346,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,347,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,354,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,356,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,547,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,547,,CER,IMB,23,150,Classic,H-R,-350,500
SLP-2004,548,,CER,IMB,14,200,Classic,H-R,-350,500
SLP-2004,552,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,555,,CER,IMB,9,91,Classic,H-R,-350,500
SLP-2004,558,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,560,,CER,IMB,8,100,Classic,H-R,-350,500
SLP-2004,575,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,577,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,578,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,586,,CER,IMB,8,100,Classic,H-R,-350,500
SLP-2004,589,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,589,,CER,IMB,4,60,Classic,H-R,-350,500
SLP-2004,591,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,594,,CER,IMB,5,,Classic,H-R,-350,500
SLP-2004,595,,CER,IMB,6,150,Classic,H-R,-350,500
SLP-2004,604,,CER,IMB,8,100,Classic,H-R,-350,500
SLP-2004,605,,CER,IMB,8,100g,Classic,H-R,-350,500
SLP-2004,607,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,610,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,630,,CER,IMB,7,,Classic,H-R,-350,500
SLP-2004,632,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,634,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,645,,CER,IMB,11,,Classic,H-R,-350,500
SLP-2004,646,,CER,IMB,1,350,Classic,H-R,-350,500
SLP-2004,653,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,661,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,673,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,674,,CER,IMB,2,10,Classic,H-R,-350,500
SLP-2004,681,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1167,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,1185,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1188,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1221,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1225,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,1225,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,1225,,CER,IMB,7,60,Classic,H-R,-350,500
SLP-2004,1239,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,1240,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,1245,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,1253,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1283,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,1284,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,1284,,CER,IMB,10,100,Classic,H-R,-350,500
SLP-2004,1295,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1296,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,1293,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1222,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1217,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,27,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,542,,CER,IMB,13,100g,Classic,H-R,-350,500
SLP-2004,643,,CER,IMB,6,40,Classic,H-R,-350,500
SLP-2004,541,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,631,,CER,IMB,14,100,Classic,H-R,-350,500
SLP-2004,556,,CER,IMB,19,6200,Classic,H-R,-350,500
SLP-2004,324,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,387,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,349,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,618,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,542,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,546,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,193,,CER,IMB,5,,Classic,H-R,-350,500
SLP-2004,587,,CER,IMB,9,100,Classic,H-R,-350,500
SLP-2004,151,,CER,IMB,2,,Classic,H-R,-350,500
SLP-2004,573,,CER,IMB,4,,Classic,H-R,-350,500
SLP-2004,1188,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1240,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,194,,CER,IMB,5,,Classic,H-R,-350,500
SLP-2004,183,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,340,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,486,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,562,,CER,IMB,5,200,Classic,H-R,-350,500
SLP-2004,593,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,624,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,652,,CER,IMB,2,100,Classic,H-R,-350,500
SLP-2004,670,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1225,,CER,IMB,3,,Classic,H-R,-350,500
SLP-2004,1226,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1237,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1247,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1253,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1253,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2004,1292,,CER,IMB,1,,Classic,H-R,-350,500
SLP-2005,3545,,CER,IMB,2,120,Classic,H-R,-350,500
SLP-2005,3544,,CER,IMB,2,60,Not recorded,H-R,-350,500
SLP-2005,2341,,CER,IMB,2,200,Classic,H-R,-350,500
SLP-2005,2341,,CER,IMB,1,30,Classic,H-R,-350,500
SLP-2005,3147,,CER,IMB,1,15,Classic,H-R,-350,500
SLP-2005,2341,,CER,IMB,1,65,Classic,H-R,-350,500
SLP-2005,3035,,CER,IMB,1,115,Classic,H-R,-350,500
SLP-2005,3041,,CER,IMB,1,30,Classic,H-R,-350,500
SLP-2005,2388,,CER,IMB,1,85,Classic,H-R,-350,500
SLP-2005,3130,,CER,IMB,1,20,Classic,H-R,-350,500
SLP-2005,3043,,CER,IMB,1,50,Classic,H-R,-350,500
SLP-2005,3036,,CER,IMB,1,15,Classic,H-R,-350,500
SLP-2005,2477,,CER,IMB,1,20,Classic,H-R,-350,500
SLP-2004,1283,,CER,IMC,1,,Classic,H-R,-350,500
SLP-2004,387,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2004,193,,CER,IMP,4,,Classic,H-R,-350,500
SLP-2004,1200,,CER,IMP,4,,Classic,H-R,-350,500
SLP-2004,740,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2004,1265,,CER,IMP,8,,Classic,H-R,-350,500
SLP-2004,181,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2004,185,,CER,IMP,3,,Classic,H-R,-350,500
SLP-2004,1225,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2004,656,,CER,IMP,3,,Classic,H-R,-350,500
SLP-2004,575,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2004,743,,CER,IMP,2,,Classic,H-R,-350,500
SLP-2004,1199,,CER,IMP,13,,Classic,H-R,-350,500
SLP-2004,1200,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2004,1225,,CER,IMP,4,,Classic,H-R,-350,500
SLP-2004,1242,,CER,IMP,2,,Classic,H-R,-350,500
SLP-2004,1225,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2004,579,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2004,1224,,CER,IMP,4,,Classic,H-R,-350,500
SLP-2004,1225,,CER,IMP,2,,Classic,H-R,-350,500
SLP-2004,1237,,CER,IMP,2,,Classic,H-R,-350,500
SLP-2004,1250,,CER,IMP,12,,Classic,H-R,-350,500
SLP-2004,1253,,CER,IMP,1,,Classic,H-R,-350,500
SLP-2005,2342,,CER,IMP,1,5,Classic,H-R,-350,500
SLP-2005,2701,,CER,IMP,1,5,Classic,H-R,-350,500
SLP-2005,2502,,CER,IMP,1,10,Classic,H-R,-350,500
SLP-2005,3544,,CER,IMP,3,90,Not recorded,H-R,-350,500
SLP-2005,2189,,CER,IMP,1,5,Classic,H-R,-350,500
SLP-2005,2380,,CER,IMP,6,80,Classic,H-R,-350,500
SLP-2005,2464,,CER,IMP,3,20,Classic,H-R,-350,500
SLP-2005,2462,,CER,IMP,7,185,Classic,H-R,-350,500
SLP-2005,2463,,CER,IMP,3,45,Classic,H-R,-350,500
SLP-2005,3041,,CER,IMP,1,5,Classic,H-R,-350,500
SLP-2005,2366,,CER,IMP,1,1,Classic,H-R,-350,500
SLP-2005,2388,,CER,IMP,2,15,Classic,H-R,-350,500
SLP-2004,574,,CER,LW,1,,Classic,H-R,-350,500
SLP-2004,194,,CER,LW,4,,Classic,H-R,-350,500
SLP-2004,1291,,CER,LW,1,,Classic,H-R,-350,500
SLP-2005,2309,,CER,LW,1,335,Classic,H-R,-350,500
SLP-2005,2309,,CER,LW,1,220,Classic,H-R,-350,500
SLP-2004,323,,STO,MS,1,,Classic,H-R,-350,500
SLP-2004,343,s,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,243,s,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,202,s,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,244,s,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,184,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,195,,CER,PW,10,,Classic,H-R,-350,500
SLP-2004,181,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,652,,CER,PW,6,,Classic,H-R,-350,500
SLP-2004,188,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,184,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,612,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,204,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,556,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,123,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,627,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,258,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,136,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,253,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,292,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,673,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,2,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,67,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,151,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,159,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,182,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,190,,CER,PW,7,,Classic,H-R,-350,500
SLP-2004,198,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,209,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,319,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,336,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,442,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,452,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,479,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,599,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,636,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,642,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,645,,CER,PW,9,,Classic,H-R,-350,500
SLP-2004,1167,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,146,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,73,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,213,,CER,PW,6,,Classic,H-R,-350,500
SLP-2004,467,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,608,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,187,,CER,PW,5,,Classic,H-R,-350,500
SLP-2004,193,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,644,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,422,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,282,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,615,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,183,,CER,PW,7,,Classic,H-R,-350,500
SLP-2004,339,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,320,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,252,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1243,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,160,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,268,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1188,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,1255,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,1293,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,1290,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,185,,CER,PW,33,,Classic,H-R,-350,500
SLP-2004,197,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,630,,CER,PW,7,,Classic,H-R,-350,500
SLP-2004,187,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,327,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,585,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,596,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,597,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1200,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1225,,CER,PW,6,,Classic,H-R,-350,500
SLP-2004,1238,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,193,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,260,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,1199,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1265,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,43,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,181,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,202,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,242,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,251,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,343,,CER,PW,7,,Classic,H-R,-350,500
SLP-2004,486,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,586,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,593,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,607,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,609,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,624,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,631,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,644,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,656,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,701,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,744,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,745,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1196,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,1200,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,1223,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1225,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1225,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1225,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,1231,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1238,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1245,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,1253,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1253,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,1280,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1281,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,1283,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,1292,,CER,PW,9,,Classic,H-R,-350,500
SLP-2004,1294,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1195,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,344,,CER,PW,7,,Classic,H-R,-350,500
SLP-2004,339,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,1225,,CER,PW,6,,Classic,H-R,-350,500
SLP-2004,172,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,175,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,183,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,189,,CER,PW,5,,Classic,H-R,-350,500
SLP-2004,194,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,194,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,201,,CER,PW,4,,Classic,H-R,-350,500
SLP-2004,243,,CER,PW,6,,Classic,H-R,-350,500
SLP-2004,254,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,284,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,315,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,321,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,346,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,347,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,347,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,387,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,550,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,563,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,572,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,576,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,577,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,587,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,596,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,605,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,614,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,616,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,623,,CER,PW,3,,Classic,H-R,-350,500
SLP-2004,628,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,632,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,643,,CER,PW,5,,Classic,H-R,-350,500
SLP-2004,649,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,728,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1177,,CER,PW,2,,Classic,H-R,-350,500
SLP-2004,1236,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,1273,,CER,PW,1,,Classic,H-R,-350,500
SLP-2004,203,,CER,PW,2,,Classic- Subrecent,H-R,-350,500
SLP-2005,3545,,CER,PW,6,50,Classic,H-R,-350,500
SLP-2005,3553,,CER,PW,5,35,Classic,H-R,-350,500
SLP-2005,3545,,CER,PW,7,35,Classic,H-R,-350,500
SLP-2005,2424,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2350,,CER,PW,1,3,Classic,H-R,-350,500
SLP-2005,2310,,CER,PW,1,75,Classic,H-R,-350,500
SLP-2005,2310,,CER,PW,1,60,Classic,H-R,-350,500
SLP-2005,2310,,CER,PW,1,15,Classic,H-R,-350,500
SLP-2005,2310,,CER,PW,1,10,Classic,H-R,-350,500
SLP-2005,2005,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,3545,,CER,PW,1,3,Classic,H-R,-350,500
SLP-2005,258,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2342,,CER,PW,1,15,Classic,H-R,-350,500
SLP-2005,3544,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2299,,CER,PW,2,5,Classic,H-R,-350,500
SLP-2005,3501,,CER,PW,1,3,Classic,H-R,-350,500
SLP-2005,3576,,CER,PW,1,10,Classic,H-R,-350,500
SLP-2005,3584,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,3550,,CER,PW,5,25,Classic,H-R,-350,500
SLP-2005,3551,,CER,PW,2,20,Classic,H-R,-350,500
SLP-2005,2343,,CER,PW,1,10,Classic,H-R,-350,500
SLP-2005,2295,,CER,PW,1,2,Classic,H-R,-350,500
SLP-2005,2296,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2302,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2504,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2243,,CER,PW,1,35,Classic,H-R,-350,500
SLP-2005,2251,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2005,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2399,,CER,PW,2,5,Classic,H-R,-350,500
SLP-2005,3537,,CER,PW,2,5,Classic,H-R,-350,500
SLP-2005,3580,,CER,PW,3,15,Classic,H-R,-350,500
SLP-2005,3565,,CER,PW,4,20,Classic,H-R,-350,500
SLP-2005,2210,,CER,PW,1,7,Classic,H-R,-350,500
SLP-2005,2302,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,3237,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,3239,,CER,PW,1,20,Classic,H-R,-350,500
SLP-2005,3517,,CER,PW,1,2,Classic,H-R,-350,500
SLP-2005,2310,,CER,PW,1,4,Classic,H-R,-350,500
SLP-2005,2257,,CER,PW,1,35,Classic,H-R,-350,500
SLP-2005,3537,,CER,PW,2,5,Classic,H-R,-350,500
SLP-2005,2604,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2355,,CER,PW,1,10,Not recorded,H-R,-350,500
SLP-2005,3540,,CER,PW,4,6,Not recorded,H-R,-350,500
SLP-2005,3575,,CER,PW,3,10,Not recorded,H-R,-350,500
SLP-2005,3583,,CER,PW,1,5,Classic- Medieval,H-R,-350,500
SLP-2005,2173,,CER,PW,1,45,Classic,H-R,-350,500
SLP-2005,3042,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2155,,CER,PW,1,20,Classic,H-R,-350,500
SLP-2005,2446,,CER,PW,1,35,Classic,H-R,-350,500
SLP-2005,2386,,CER,PW,1,10,Classic,H-R,-350,500
SLP-2005,3038,,CER,PW,5,10,Classic,H-R,-350,500
SLP-2005,3041,,CER,PW,3,1,Classic,H-R,-350,500
SLP-2005,2380,,CER,PW,2,5,Classic,H-R,-350,500
SLP-2005,3143,,CER,PW,2,1,Classic,H-R,-350,500
SLP-2005,3206,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,3051,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,3051,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2000,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2446,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2155,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2051,,CER,PW,1,2,Classic,H-R,-350,500
SLP-2005,2062,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,3163,,CER,PW,1,10,Classic,H-R,-350,500
SLP-2005,2050,,CER,PW,4,15,Classic,H-R,-350,500
SLP-2005,2114,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2152,,CER,PW,2,10,Classic,H-R,-350,500
SLP-2005,2155,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2156,,CER,PW,1,15,Classic,H-R,-350,500
SLP-2005,2368,,CER,PW,2,10,Classic,H-R,-350,500
SLP-2005,2532,,CER,PW,2,5,Classic,H-R,-350,500
SLP-2005,3135,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,2332,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,3047,,CER,PW,2,10,Classic,H-R,-350,500
SLP-2005,2026,,CER,PW,1,,Classic,H-R,-350,500
SLP-2005,2463,,CER,PW,3,5,Classic,H-R,-350,500
SLP-2005,3104,,CER,PW,1,10,Classic,H-R,-350,500
SLP-2005,2006,,CER,PW,2,,Classic,H-R,-350,500
SLP-2005,2015,,CER,PW,10,,Classic,H-R,-350,500
SLP-2005,2006,,CER,PW,1,,Classic,H-R,-350,500
SLP-2005,3096,,CER,PW,1,5,Classic,H-R,-350,500
SLP-2005,2387,,CER,PW,1,1,Classic,H-R,-350,500
SLP-2005,3526,,CER,PW,2,35,Unidentified,H-R,-350,500
SLP-2005,3205,,CER,PW2,2,70,Classic,H-R,-350,500
SLP-2004,550,,CER,RBT,1,500,Classic,H-R,-350,500
SLP-2004,542,,CER,RBT,1,,Classic,H-R,-350,500
SLP-2004,282,,CER,RBT,1,,Classic,H-R,-350,500
SLP-2004,704,,CER,RBT,1,,Classic,H-R,-350,500
SLP-2004,284,,CER,RBT,6,,Classic,H-R,-350,500
SLP-2004,613,,CER,RBT,5,,Classic,H-R,-350,500
SLP-2004,259,,CER,RBT,1,,Classic,H-R,-350,500
SLP-2004,696,,CER,RBT,1,,Classic,H-R,-350,500
SLP-2005,2051,,CER,RBT,3,,Classic,H-R,-350,500
SLP-2005,3537,,CER,RTW,2,2,Classic,H-R,-350,500
SLP-2004,243,s,CER,STV,1,,Classic,H-R,-350,500
SLP-2004,651,,CER,STV,3,,Classic,H-R,-350,500
SLP-2004,339,,CER,STV,4,,Classic,H-R,-350,500
SLP-2004,1249,,CER,STV,4,,Classic,H-R,-350,500
SLP-2004,558,,CER,STV,12,,Classic,H-R,-350,500
SLP-2004,210,,CER,STV,1,,Classic,H-R,-350,500
SLP-2004,681,,CER,STV,1,,Classic,H-R,-350,500
SLP-2004,203,,CER,STV,1,,Classic,H-R,-350,500
SLP-2004,661,,CER,STV,1,,Classic,H-R,-350,500
SLP-2004,576,,CER,STV,1,,Classic,H-R,-350,500
SLP-2004,1183,,CER,STV,4,,Classic,H-R,-350,500
SLP-2004,340,,CER,STV,1,,Classic,H-R,-350,500
