Campaign,UnitID,SiteID,Type,Ware,Number,Weight,Era,Period,low,high
SLP-2005,2067,,CER,AU,1,80,Classic,H,-350,-50
SLP-2005,258,G4,CER,BG,1,5,Classic,H,-350,-50
SLP-2004,343,s,CER,BG,2,,Classic,H,-350,-50
SLP-2004,580,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,195,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,196,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,424,,CER,BG,3,,Classic,H,-350,-50
SLP-2004,195,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,245,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,279,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,346,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,344,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,193,,CER,BG,3,,Classic,H,-350,-50
SLP-2004,172,,CER,BG,4,,Classic,H,-350,-50
SLP-2004,184,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,190,,CER,BG,2,,Classic,H,-350,-50
SLP-2004,174,,CER,BG,1,,Unidentified,H,-350,-50
SLP-2005,2341,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2179,,CER,BG,1,10,Classic,H,-350,-50
SLP-2005,2383,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2369,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3537,,CER,BG,1,3,Classic,H,-350,-50
SLP-2005,2388,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,608,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2010,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2385,,CER,BG,1,20,Classic,H,-350,-50
SLP-2005,2342,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2002,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2388,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2006,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2458,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,2464,,CER,BG,2,95,Classic,H,-350,-50
SLP-2005,2309,,CER,BG,1,20,Classic,H,-350,-50
SLP-2005,2382,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2388,,CER,BG,1,30,Classic,H,-350,-50
SLP-2005,2388,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2458,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,2309,,CER,BG,2,30,Classic,H,-350,-50
SLP-2005,3042,,CER,BG,2,1,Classic,H,-350,-50
SLP-2005,2447,,CER,BG,3,15,Classic,H,-350,-50
SLP-2005,2006,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2382,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2006,,CER,BG,1,,Classic,H,-350,-50
SLP-2005,2295,,CER,BG,1,20,Classic,H,-350,-50
SLP-2005,2384,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2702,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,2014,,CER,BG,1,,Classic,H,-350,-50
SLP-2005,2309,,CER,BG,3,10,Classic,H,-350,-50
SLP-2005,2080,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2392,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2297,,CER,BG,1,4,Classic,H,-350,-50
SLP-2005,3042,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2387,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2310,,CER,BG,1,10,Classic,H,-350,-50
SLP-2005,2461,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2475,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,243,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,3545,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2031,,CER,BG,1,,Classic,H,-350,-50
SLP-2005,258,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2388,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2469,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,244,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,3519,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3229,,CER,BG,1,15,Classic,H,-350,-50
SLP-2005,3547,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,246,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2298,,CER,BG,1,3,Classic,H,-350,-50
SLP-2005,243,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,246,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3240,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,3536,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,3558,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,3204,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3593,,CER,BG,3,35,Classic,H,-350,-50
SLP-2005,2343,,CER,BG,1,3,Classic,H,-350,-50
SLP-2005,2040,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2291,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2297,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,3044,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2000,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3043,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,244,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2310,,CER,BG,1,10,Classic,H,-350,-50
SLP-2005,3039,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,243,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,246,,CER,BG,1,2,Classic,H,-350,-50
SLP-2005,2310,,CER,BG,1,3,Classic,H,-350,-50
SLP-2005,2310,,CER,BG,1,20,Classic,H,-350,-50
SLP-2005,2460,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,244,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2080,,CER,BG,2,5,Classic,H,-350,-50
SLP-2005,2399,,CER,BG,1,3,Classic,H,-350,-50
SLP-2005,2414,,CER,BG,1,15,Classic,H,-350,-50
SLP-2005,2464,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,2055,,CER,BG,1,30,Classic,H,-350,-50
SLP-2005,2296,,CER,BG,1,3,Classic,H,-350,-50
SLP-2005,2382,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3241,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2342,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3038,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3038,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,3187,,CER,BG,1,5,Classic,H,-350,-50
SLP-2005,2010,,CER,BG,1,1,Classic,H,-350,-50
SLP-2005,258,,CER,BG,2,5,Classic,H,-350,-50
SLP-2005,2310,,CER,BG,1,5,Not recorded,H,-350,-50
SLP-2005,3550,,CER,BG,1,3,Not recorded,H,-350,-50
SLP-2005,2310,,CER,BG,1,25,Not recorded,H,-350,-50
SLP-2004,1191,,CER,BG,1,,Classic,H,-350,-50
SLP-2004,190,,CER,CC,1,,Classic,H,-350,-50
SLP-2004,43,,CER,CW,3,,Classic,H,-350,-50
SLP-2005,2089,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,3207,,CER,CW1,1,10,Classic,H,-350,-50
SLP-2005,2383,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2383,,CER,CW1,4,30,Classic,H,-350,-50
SLP-2005,2384,,CER,CW1,3,30,Classic,H,-350,-50
SLP-2005,2385,,CER,CW1,2,70,Classic,H,-350,-50
SLP-2005,2301,,CER,CW1,5,5,Classic,H,-350,-50
SLP-2005,2300,,CER,CW1,2,5,Classic,H,-350,-50
SLP-2005,2402,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2380,,CER,CW1,2,45,Classic,H,-350,-50
SLP-2005,2498,,CER,CW1,2,5,Classic,H,-350,-50
SLP-2005,3204,,CER,CW1,4,15,Classic,H,-350,-50
SLP-2005,3155,,CER,CW1,6,20,Classic,H,-350,-50
SLP-2005,2382,,CER,CW1,2,2,Classic,H,-350,-50
SLP-2005,2045,,CER,CW1,2,2,Classic,H,-350,-50
SLP-2005,2388,,CER,CW1,6,35,Classic,H,-350,-50
SLP-2005,2382,,CER,CW1,2,25,Classic,H,-350,-50
SLP-2005,2483,,CER,CW1,4,15,Classic,H,-350,-50
SLP-2005,2472,,CER,CW1,7,40,Classic,H,-350,-50
SLP-2005,2382,,CER,CW1,1,10,Classic,H,-350,-50
SLP-2005,258,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2382,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2446,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2388,,CER,CW1,1,75,Classic,H,-350,-50
SLP-2005,2461,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2471,,CER,CW1,2,30,Classic,H,-350,-50
SLP-2005,3144,,CER,CW1,8,30,Classic,H,-350,-50
SLP-2005,3502,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2481,,CER,CW1,3,25,Classic,H,-350,-50
SLP-2005,2029,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2389,,CER,CW1,4,10,Classic,H,-350,-50
SLP-2005,2401,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2460,,CER,CW1,5,25,Classic,H,-350,-50
SLP-2005,3203,,CER,CW1,1,10,Classic,H,-350,-50
SLP-2005,3035,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2010,,CER,CW1,1,"5
5",Classic,H,-350,-50
SLP-2005,3118,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,3211,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2055,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2382,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2010,,CER,CW1,4,25,Classic,H,-350,-50
SLP-2005,2019,,CER,CW1,2,"10
10",Classic,H,-350,-50
SLP-2005,2097,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2119,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2191,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2290,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2342,,CER,CW1,1,15,Classic,H,-350,-50
SLP-2005,3038,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,3130,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,3142,,CER,CW1,4,10,Classic,H,-350,-50
SLP-2005,3214,,CER,CW1,2,5,Classic,H,-350,-50
SLP-2005,2083,,CER,CW1,2,10,Classic,H,-350,-50
SLP-2005,2379,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,3112,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2171,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,3204,,CER,CW1,3,20,Classic,H,-350,-50
SLP-2005,3075,,CER,CW1,2,10,Classic,H,-350,-50
SLP-2005,2402,,CER,CW1,3,10,Classic,H,-350,-50
SLP-2005,2398,,CER,CW1,2,10,Classic,H,-350,-50
SLP-2005,2445,,CER,CW1,1,10,Classic,H,-350,-50
SLP-2005,2470,,CER,CW1,1,15,Classic,H,-350,-50
SLP-2005,3542,,CER,CW1,1,2,Classic,H,-350,-50
SLP-2005,3036,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2473,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,3210,,CER,CW1,3,10,Classic,H,-350,-50
SLP-2005,3530,,CER,CW1,2,10,Classic,H,-350,-50
SLP-2005,2010,,CER,CW1,9,"15
15",Classic,H,-350,-50
SLP-2005,3552,,CER,CW1,1,15,Classic,H,-350,-50
SLP-2005,2388,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,3035,,CER,CW1,4,10,Classic,H,-350,-50
SLP-2005,2402,,CER,CW1,16,75,Classic,H,-350,-50
SLP-2005,2053,,CER,CW1,1,5,Classic,H,-350,-50
SLP-2005,2472,,CER,CW1,5,30,Classic,H,-350,-50
SLP-2005,2477,,CER,CW1,2,10,Classic,H,-350,-50
SLP-2005,3042,,CER,CW1,3,20,Classic,H,-350,-50
SLP-2005,2448,,CER,CW1,14,75,Classic,H,-350,-50
SLP-2005,2402,,CER,CW1,1,20,Classic,H,-350,-50
SLP-2005,2402,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2387,,CER,CW1,3,35,Classic,H,-350,-50
SLP-2005,2388,,CER,CW1,2,55,Classic,H,-350,-50
SLP-2005,2389,,CER,CW1,3,85,Classic,H,-350,-50
SLP-2005,3192,,CER,CW1,1,1,Classic,H,-350,-50
SLP-2005,2388,,CER,CW1,2,10,Classic,H,-350,-50
SLP-2005,3508,,CER,CW1,1,10,Classic,H,-350,-50
SLP-2004,245,,CER,CW2,1,,Classic,H,-350,-50
SLP-2005,3042,,CER,CW2,6,100,Classic,H,-350,-50
SLP-2005,3204,,CER,CW2,4,70,Classic,H,-350,-50
SLP-2005,3037,,CER,CW2,3,60,Classic,H,-350,-50
SLP-2005,2472,,CER,CW2,1,25,Classic,H,-350,-50
SLP-2005,2446,,CER,CW2,1,80,Classic,H,-350,-50
SLP-2005,2444,,CER,CW2,3,45,Classic,H,-350,-50
SLP-2005,2388,,CER,CW2,4,205,Classic,H,-350,-50
SLP-2005,2470,,CER,CW2,1,45,Classic,H,-350,-50
SLP-2005,2384,,CER,CW2,1,25,Classic,H,-350,-50
SLP-2005,2401,,CER,CW2,2,40,Classic,H,-350,-50
SLP-2005,2382,,CER,CW2,1,25,Classic,H,-350,-50
SLP-2005,3101,,CER,CW2,1,5,Classic,H,-350,-50
SLP-2005,2388,,CER,CW2,2,95,Classic,H,-350,-50
SLP-2005,2498,,CER,CW2,1,10,Classic,H,-350,-50
SLP-2005,3165,,CER,CW2,1,20,Classic,H,-350,-50
SLP-2005,3520,,CER,CW2,1,20,Classic,H,-350,-50
SLP-2005,2053,,CER,CW2,1,5,Classic,H,-350,-50
SLP-2005,3041,,CER,CW2,3,25,Classic,H,-350,-50
SLP-2005,2384,,CER,CW2,1,15,Classic,H,-350,-50
SLP-2005,3042,,CER,CW2,1,45,Classic,H,-350,-50
SLP-2005,3043,,CER,CW2,5,80,Classic,H,-350,-50
SLP-2005,3043,,CER,CW2,3,45,Classic,H,-350,-50
SLP-2005,2398,,CER,CW2,1,25,Classic,H,-350,-50
SLP-2005,2444,,CER,CW2,1,30,Classic,H,-350,-50
SLP-2005,2487,,CER,CW2,1,10,Classic,H,-350,-50
SLP-2005,2402,,CER,CW2,1,15,Classic,H,-350,-50
SLP-2005,2446,,CER,CW2,3,35,Classic,H,-350,-50
SLP-2005,3037,,CER,CW2,2,45,Classic,H,-350,-50
SLP-2005,3155,,CER,CW2,1,15,Classic,H,-350,-50
SLP-2005,3558,,CER,CW2,1,15,Classic,H,-350,-50
SLP-2005,3204,,CER,CW2,1,25,Classic,H,-350,-50
SLP-2005,3505,,CER,CW2,1,5,Classic,H,-350,-50
SLP-2005,2483,,CER,CW2,4,35,Classic,H,-350,-50
SLP-2005,3241,,CER,CW2,2,55,Classic,H,-350,-50
SLP-2005,2034,,CER,CW2,1,1,Classic,H,-350,-50
SLP-2005,3207,,CER,CW2,1,130,Classic,H,-350,-50
SLP-2005,3088,,CER,CW2,1,1,Classic,H,-350,-50
SLP-2005,3047,,CER,CW2,1,1,Classic,H,-350,-50
SLP-2005,2383,,CER,CW2,1,20,Classic,H,-350,-50
SLP-2005,3043,,CER,CW2,2,25,Classic,H,-350,-50
SLP-2005,2000,,CER,CW2,1,5,Classic,H,-350,-50
SLP-2005,2444,,CER,CW2,3,25,Classic,H,-350,-50
SLP-2005,2470,,CER,CW2,2,20,Classic,H,-350,-50
SLP-2005,2477,,CER,CW2,1,20,Classic,H,-350,-50
SLP-2005,3088,,CER,CW2,1,1,Classic,H,-350,-50
SLP-2005,2383,,CER,CW2,4,40,Classic,H,-350,-50
SLP-2005,3040,,CER,CW2,1,20,Classic,H,-350,-50
SLP-2005,2481,,CER,CW2,4,135,Classic,H,-350,-50
SLP-2005,2402,,CER,CW2,1,30,Classic,H,-350,-50
SLP-2005,2389,,CER,CW2,1,85,Classic,H,-350,-50
SLP-2005,2387,,CER,CW2,1,35,Classic,H,-350,-50
SLP-2005,3040,,CER,DO1,1,60,Classic,H,-350,-50
SLP-2005,2384,,CER,DO1,1,565,Classic,H,-350,-50
SLP-2005,2383,,CER,DO1,1,430,Classic,H,-350,-50
SLP-2005,3526,,CER,DO1,1,40,Classic,H,-350,-50
SLP-2005,2341,,CER,DO1,1,210,Classic,H,-350,-50
SLP-2005,2388,,CER,DO1,1,115,Classic,H,-350,-50
SLP-2005,2485,,CER,DO1,1,45,Classic,H,-350,-50
SLP-2005,3047,,CER,DO1,1,115,Classic,H,-350,-50
SLP-2005,3204,,CER,DO1,1,520,Classic,H,-350,-50
SLP-2005,2378,,CER,DO1,1,390,Classic,H,-350,-50
SLP-2005,2055,,CER,DO1,1,45,Classic,H,-350,-50
SLP-2005,2444,,CER,DO1,1,120,Classic,H,-350,-50
SLP-2005,2216,,CER,DO1,1,275,Classic,H,-350,-50
SLP-2005,2381,,CER,DO1,2,280,Classic,H,-350,-50
SLP-2005,2381,,CER,DO1,1,135,Classic,H,-350,-50
SLP-2005,2384,,CER,DO1,1,225,Classic,H,-350,-50
SLP-2005,2389,,CER,DO1,1,145,Classic,H,-350,-50
SLP-2005,2483,,CER,DO1,1,35,Classic,H,-350,-50
SLP-2004,158,,CER,DO2,1,,Classic,H,-350,-50
SLP-2005,2042,,CER,DO2,1,145,Classic,H,-350,-50
SLP-2005,2384,,CER,DO2,4,220,Classic,H,-350,-50
SLP-2005,2389,,CER,DO2,1,45,Classic,H,-350,-50
SLP-2005,2011,,CER,DO2,1,405,Classic,H,-350,-50
SLP-2005,2386,,CER,DO2,1,90,Classic,H,-350,-50
SLP-2005,2051,,CER,DO2,1,,Classic,H,-350,-50
SLP-2005,2462,,CER,IMB,1,125,Classic,H,-350,-50
SLP-2005,3042,,CER,IMB,3,55,Classic,H,-350,-50
SLP-2005,3047,,CER,IMB,3,90,Classic,H,-350,-50
SLP-2005,3204,,CER,IMB,2,70,Classic,H,-350,-50
SLP-2005,2385,,CER,IMP,3,40,Classic,H,-350,-50
SLP-2005,2387,,CER,IMP,4,60,Classic,H,-350,-50
SLP-2005,2388,,CER,IMP,1,30,Classic,H,-350,-50
SLP-2005,2376,,CER,IMP,1,5,Classic,H,-350,-50
SLP-2005,2445,,CER,IMP,2,30,Classic,H,-350,-50
SLP-2005,2389,,CER,IMP,1,10,Classic,H,-350,-50
SLP-2005,2388,,CER,IMP,3,115,Classic,H,-350,-50
SLP-2005,2388,,CER,IMP,4,,Classic,H,-350,-50
SLP-2005,2389,,CER,IMP,3,35,Classic,H,-350,-50
SLP-2004,343,s,CER,PW,1,,Classic,H,-350,-50
SLP-2004,43,,CER,PW,3,,Classic,H,-350,-50
SLP-2004,174,,CER,PW,2,,Unidentified,H,-350,-50
SLP-2005,3144,,CER,PW,1,35,Classic,H,-350,-50
SLP-2005,2398,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2389,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2446,,CER,PW,6,40,Classic,H,-350,-50
SLP-2005,3109,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2061,,CER,PW,1,25,Classic,H,-350,-50
SLP-2005,2444,,CER,PW,3,20,Classic,H,-350,-50
SLP-2005,2444,,CER,PW,3,45,Classic,H,-350,-50
SLP-2005,2388,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,258,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2015,,CER,PW,1,,Classic,H,-350,-50
SLP-2005,2448,,CER,PW,2,25,Classic,H,-350,-50
SLP-2005,3042,,CER,PW,6,25,Classic,H,-350,-50
SLP-2005,2345,,CER,PW,4,10,Classic,H,-350,-50
SLP-2005,2701,,CER,PW,2,5,Classic,H,-350,-50
SLP-2005,2381,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2392,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2392,,CER,PW,2,10,Classic,H,-350,-50
SLP-2005,3122,,CER,PW,2,5,Classic,H,-350,-50
SLP-2005,3037,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,3036,,CER,PW,1,25,Classic,H,-350,-50
SLP-2005,2087,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2385,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2498,,CER,PW,1,15,Classic,H,-350,-50
SLP-2005,2465,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2015,,CER,PW,1,,Classic,H,-350,-50
SLP-2005,2080,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2080,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,3528,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,3136,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2030,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2056,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2495,,CER,PW,2,10,Classic,H,-350,-50
SLP-2005,3034,,CER,PW,2,10,Classic,H,-350,-50
SLP-2005,2005,,CER,PW,5,,Classic,H,-350,-50
SLP-2005,2034,,CER,PW,1,2,Classic,H,-350,-50
SLP-2005,2051,,CER,PW,2,2,Classic,H,-350,-50
SLP-2005,2378,,CER,PW,1,15,Classic,H,-350,-50
SLP-2005,2473,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,3505,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,3558,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,3131,,CER,PW,2,15,Classic,H,-350,-50
SLP-2005,3142,,CER,PW,3,10,Classic,H,-350,-50
SLP-2005,2461,,CER,PW,3,10,Classic,H,-350,-50
SLP-2005,3035,,CER,PW,2,5,Classic,H,-350,-50
SLP-2005,3210,,CER,PW,2,10,Classic,H,-350,-50
SLP-2005,2000,,CER,PW,4,10,Classic,H,-350,-50
SLP-2005,2366,,CER,PW,3,35,Classic,H,-350,-50
SLP-2005,3593,,CER,PW,2,40,Classic,H,-350,-50
SLP-2005,2461,,CER,PW,3,10,Classic,H,-350,-50
SLP-2005,3085,,CER,PW,2,10,Classic,H,-350,-50
SLP-2005,3113,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2298,,CER,PW,1,15,Classic,H,-350,-50
SLP-2005,2015,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2040,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2047,,CER,PW,3,15,Classic,H,-350,-50
SLP-2005,2061,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2388,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2401,,CER,PW,1,10,Classic,H,-350,-50
SLP-2005,2449,,CER,PW,3,10,Classic,H,-350,-50
SLP-2005,2467,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2477,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,3513,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2042,,CER,PW,1,2,Classic,H,-350,-50
SLP-2005,2065,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2297,,CER,PW,6,30,Classic,H,-350,-50
SLP-2005,2367,,CER,PW,1,10,Classic,H,-350,-50
SLP-2005,2529,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2010,,CER,PW,1,,Classic,H,-350,-50
SLP-2005,2014,,CER,PW,2,,Classic,H,-350,-50
SLP-2005,3203,,CER,PW,2,10,Classic,H,-350,-50
SLP-2005,3044,,CER,PW,1,15,Classic,H,-350,-50
SLP-2005,3096,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2310,,CER,PW,1,35,Classic,H,-350,-50
SLP-2005,2310,,CER,PW,1,40,Classic,H,-350,-50
SLP-2005,2344,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2002,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2010,,CER,PW,4,20,Classic,H,-350,-50
SLP-2005,2027,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2049,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2053,,CER,PW,3,10,Classic,H,-350,-50
SLP-2005,2055,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2080,,CER,PW,2,5,Classic,H,-350,-50
SLP-2005,2369,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2383,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2384,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2458,,CER,PW,2,5,Classic,H,-350,-50
SLP-2005,2460,,CER,PW,1,15,Classic,H,-350,-50
SLP-2005,2462,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2464,,CER,PW,2,20,Classic,H,-350,-50
SLP-2005,3039,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2006,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2370,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,2466,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,2531,,CER,PW,3,10,Classic,H,-350,-50
SLP-2005,3227,,CER,PW,4,15,Classic,H,-350,-50
SLP-2005,3530,,CER,PW,1,2,Classic,H,-350,-50
SLP-2005,3542,,CER,PW,1,2,Classic,H,-350,-50
SLP-2005,2083,,CER,PW,1,15,Classic,H,-350,-50
SLP-2005,2183,,CER,PW,1,1,Classic,H,-350,-50
SLP-2005,3227,,CER,PW,4,15,Classic,H,-350,-50
SLP-2005,3053,,CER,PW,3,30,Classic,H,-350,-50
SLP-2005,3547,,CER,PW,3,5,Classic,H,-350,-50
SLP-2005,3175,,CER,PW,1,10,Classic,H,-350,-50
SLP-2005,2000,,CER,PW,2,1,Classic,H,-350,-50
SLP-2005,3134,,CER,PW,1,5,Classic,H,-350,-50
SLP-2005,3523,,CER,PW,3,25,Not recorded,H,-350,-50
SLP-2005,3523,,CER,PW,1,3,Not recorded,H,-350,-50
SLP-2005,3518,,CER,PW,4,25,Not recorded,H,-350,-50
SLP-2005,2461,,CER,PW,1,1,Unidentified,H,-350,-50
SLP-2004,185,,CER,PW,1,,Classic,H,-350,-50
SLP-2005,2115,,CER,TIL,1,35,Classic,H,-350,-50
SLP-2005,2138,,CER,TIL,1,75,Classic,H,-350,-50
SLP-2005,43,,CER,TIL,1,225,Classic,H,-350,-50
SLP-2005,3095,,CER,TIL,2,135,Classic,H,-350,-50
SLP-2005,3207,,CER,TIL,1,25,Classic,H,-350,-50
SLP-2005,2293,,CER,TIL,2,115,Classic,H,-350,-50
SLP-2005,3185,,CER,TIL,1,150,Classic,H,-350,-50
SLP-2005,2136,,CER,TIL,1,45,Classic,H,-350,-50
SLP-2005,3099,,CER,TIL,1,75,Classic,H,-350,-50
SLP-2005,3096,,CER,TIL,1,150,Classic,H,-350,-50
SLP-2005,3098,,CER,TIL,2,310,Classic,H,-350,-50
SLP-2005,3204,,CER,TIL,8,1600,Classic,H,-350,-50
SLP-2005,3099,,CER,TIL,5,360,Classic,H,-350,-50
SLP-2005,2343,,CER,TIL,4,150,Classic,H,-350,-50
SLP-2005,2349,,CER,TIL,1,185,Classic,H,-350,-50
SLP-2005,2298,,CER,TIL,1,135,Classic,H,-350,-50
SLP-2005,3517,,CER,TIL,15,2420,Classic,H,-350,-50
SLP-2005,2532,,CER,TIL,3,155,Classic,H,-350,-50
SLP-2005,3544,,CER,TIL,9,780,Classic,H,-350,-50
