Period,low,high,Number
H-R,-350,500,32
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,14
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,15
H-R,-350,500,2
H-R,-350,500,9
H-R,-350,500,5
H-R,-350,500,8
H-R,-350,500,35
H-R,-350,500,7
H-R,-350,500,4
H-R,-350,500,24
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,7
H-R,-350,500,9
H-R,-350,500,8
H-R,-350,500,17
H-R,-350,500,6
H-R,-350,500,10
H-R,-350,500,3
H-R,-350,500,33
H-R,-350,500,36
H-R,-350,500,32
H-R,-350,500,4
H-R,-350,500,9
H-R,-350,500,9
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,9
H-R,-350,500,1
H-R,-350,500,17
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,37
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,7
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,8
H-R,-350,500,2
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,21
H-R,-350,500,3
H-R,-350,500,7
H-R,-350,500,4
H-R,-350,500,7
H-R,-350,500,12
H-R,-350,500,28
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,8
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,20
H-R,-350,500,26
H-R,-350,500,5
H-R,-350,500,6
H-R,-350,500,8
H-R,-350,500,1
H-R,-350,500,9
H-R,-350,500,16
H-R,-350,500,5
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,6
H-R,-350,500,11
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,4
H-R,-350,500,15
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,27
H-R,-350,500,4
H-R,-350,500,21
H-R,-350,500,21
H-R,-350,500,4
H-R,-350,500,15
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,4
H-R,-350,500,12
H-R,-350,500,4
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,16
H-R,-350,500,2
H-R,-350,500,18
H-R,-350,500,13
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,7
H-R,-350,500,22
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,12
H-R,-350,500,11
H-R,-350,500,13
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,12
H-R,-350,500,4
H-R,-350,500,7
H-R,-350,500,9
H-R,-350,500,7
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,11
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,14
H-R,-350,500,4
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,9
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,15
H-R,-350,500,7
H-R,-350,500,2
H-R,-350,500,21
H-R,-350,500,8
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,24
H-R,-350,500,15
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,50
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,8
H-R,-350,500,4
H-R,-350,500,22
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,5
H-R,-350,500,5
H-R,-350,500,5
H-R,-350,500,6
H-R,-350,500,7
H-R,-350,500,5
H-R,-350,500,19
H-R,-350,500,3
H-R,-350,500,12
H-R,-350,500,6
H-R,-350,500,5
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,11
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,11
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,42
H-R,-350,500,3
H-R,-350,500,13
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,7
H-R,-350,500,8
H-R,-350,500,21
H-R,-350,500,4
H-R,-350,500,9
H-R,-350,500,11
H-R,-350,500,12
H-R,-350,500,19
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,13
H-R,-350,500,15
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,20
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,9
H-R,-350,500,12
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,6
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,7
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,13
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,5
H-R,-350,500,7
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,6
H-R,-350,500,6
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,5
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,4
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,5
H-R,-350,500,7
H-R,-350,500,6
H-R,-350,500,15
H-R,-350,500,5
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,12
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,12
H-R,-350,500,8
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,10
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,20
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,19
H-R,-350,500,1
H-R,-350,500,17
H-R,-350,500,6
H-R,-350,500,15
H-R,-350,500,21
H-R,-350,500,10
H-R,-350,500,21
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,27
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,15
H-R,-350,500,10
H-R,-350,500,25
H-R,-350,500,13
H-R,-350,500,19
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,20
H-R,-350,500,6
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,7
H-R,-350,500,22
H-R,-350,500,8
H-R,-350,500,8
H-R,-350,500,5
H-R,-350,500,10
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,15
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,19
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,9
H-R,-350,500,25
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,26
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,11
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,7
H-R,-350,500,13
H-R,-350,500,12
H-R,-350,500,1
H-R,-350,500,12
H-R,-350,500,18
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R1,-350,80,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,11
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,29
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,15
H-R,-350,500,9
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,11
H-R,-350,500,3
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,13
H-R,-350,500,1
H-R,-350,500,17
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,10
H-R,-350,500,2
H-R,-350,500,26
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,6
H-R,-350,500,8
H-R,-350,500,12
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,12
H-R,-350,500,1
H-R,-350,500,19
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,11
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,9
H-R,-350,500,5
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,10
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,15
H-R,-350,500,5
H-R,-350,500,19
H-R,-350,500,4
H-SR,-350,1800,1
H-SR,-350,1800,3
H-SR,-350,1800,1
H-SR,-350,1800,4
H-SR,-350,1800,2
H-SR,-350,1800,5
H-SR,-350,1800,1
H-SR,-350,1800,11
H-SR,-350,1800,26
H1,-350,-200,1
H1,-350,-200,1
H,-350,-50,1
H,-350,-50,1
H,-350,-50,1
H2,-200,-50,1
H2,-200,-50,1
H2,-200,-50,1
H2-R,-200,500,1
H2-R,-200,500,1
H2-R,-200,500,4
H2-R,-200,500,2
H2-R,-200,500,1
H2-R,-200,500,11
H2-R2,-200,300,2
H2-R,-200,500,1
H2-R,-200,500,1
H2-R,-200,500,13
H2-R,-200,500,1
H2-R,-200,500,1
H2,-200,-50,1
H2,-200,-50,1
H2,-200,-50,1
H2-R,-200,500,1
H2-R,-200,500,1
H2-R,-200,500,1
H2-R1,-200,80,1
H2-R1,-200,80,1
H2-R,-200,500,1
R,-50,500,1
R,-50,500,4
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,4
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,12
R,-50,500,1
R,-50,500,4
R,-50,500,3
R,-50,500,1
R,-50,500,6
R,-50,500,1
R,-50,500,1
R,-50,500,5
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,13
R,-50,500,21
R,-50,500,26
R,-50,500,7
R,-50,500,1
R,-50,500,1
R,-50,500,26
R,-50,500,1
R,-50,500,1
R,-50,500,6
R,-50,500,4
R,-50,500,1
R,-50,500,14
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,14
R,-50,500,2
R,-50,500,5
R,-50,500,1
R,-50,500,4
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,12
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,4
R,-50,500,9
R,-50,500,1
R,-50,500,10
R,-50,500,11
R,-50,500,1
R,-50,500,1
R,-50,500,7
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,17
R,-50,500,3
R,-50,500,5
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,8
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,9
R,-50,500,1
R,-50,500,1
R,-50,500,4
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,7
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,9
R,-50,500,1
R,-50,500,1
R,-50,500,5
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,3
R,-50,500,4
R,-50,500,1
R,-50,500,4
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,4
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,3
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,4
R,-50,500,1
R,-50,500,2
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,4
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,6
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,5
R,-50,500,5
R,-50,500,6
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,4
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,3
R,-50,500,2
R,-50,500,1
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,4
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,5
R,-50,500,6
R,-50,500,3
R,-50,500,3
R,-50,500,2
R,-50,500,2
R,-50,500,4
R,-50,500,21
R,-50,500,5
R,-50,500,2
R,-50,500,5
R,-50,500,8
R,-50,500,5
R,-50,500,1
R,-50,500,2
R,-50,500,2
R,-50,500,1
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,5
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,6
R,-50,500,8
R,-50,500,2
R,-50,500,3
R,-50,500,2
R,-50,500,2
R,-50,500,5
R,-50,500,2
R,-50,500,2
R,-50,500,3
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,3
R,-50,500,8
R,-50,500,7
R,-50,500,3
R,-50,500,1
R,-50,500,4
R,-50,500,2
R,-50,500,1
R,-50,500,2
R,-50,500,5
R,-50,500,2
R,-50,500,8
R,-50,500,3
R,-50,500,4
R,-50,500,2
R,-50,500,4
R,-50,500,2
R,-50,500,2
R,-50,500,6
R,-50,500,3
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,8
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,9
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,2
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,1
R,-50,500,2
R,-50,500,8
R,-50,500,2
R,-50,500,2
R,-50,500,2
R,-50,500,2
R,-50,500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,20
R-M,-50,1500,3
R-M,-50,1500,1
R-M,-50,1500,5
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,7
R-M,-50,1500,4
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,8
R-M,-50,1500,3
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,6
R-M,-50,1500,3
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,14
R-M,-50,1500,3
R-M,-50,1500,4
R-M,-50,1500,1
R-M,-50,1500,7
R-M,-50,1500,2
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,9
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,2
R-M,-50,1500,1
R-M,-50,1500,2
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,3
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,3
R-M,-50,1500,27
R-M,-50,1500,4
R-M,-50,1500,1
R-M,-50,1500,6
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,3
R-M,-50,1500,3
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,14
R-M,-50,1500,20
R-M,-50,1500,7
R-M,-50,1500,1
R-M,-50,1500,1
R-M,-50,1500,15
R-SR,-50,1800,2
R-SR,-50,1800,4
R-SR,-50,1800,5
R-SR,-50,1800,2
R-SR,-50,1800,5
R-SR,-50,1800,1
R-SR,-50,1800,4
R-SR,-50,1800,2
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,2
R-SR,-50,1800,1
R-SR,-50,1800,19
R-SR,-50,1800,8
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,2
R-SR,-50,1800,1
R-SR,-50,1800,2
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,3
R-SR,-50,1800,10
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,2
R-SR,-50,1800,5
R-SR,-50,1800,2
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,1
R-SR,-50,1800,4
R-SR,-50,1800,1
R-SR,-50,1800,2
R-SR,-50,1800,1
R-SR,-50,1800,6
R1,-50,80,1
R1,-50,80,1
R1,-50,80,1
R1,-50,80,2
R1,-50,80,1
R1,-50,80,1
R1,-50,80,1
NR,0,0,1
NR,0,0,1
NR,0,0,1
NR,0,0,8
NR,0,0,1
NR,0,0,1
NR,0,0,3
NR,0,0,1
NR,0,0,4
NR,0,0,1
NR,0,0,2
NR,0,0,5
NR,0,0,1
NR,0,0,1
NR,0,0,1
NR,0,0,1
