Campaign,UnitID,Visitnr,SampleID,SiteID,Adm,Date,Type,Ware,Number,Weight,Fragment,Form,Fabric,Colour,Era,Period,Diameter,Inclusions,Decoration,Thickness,Parallel,Remarks
SLP-2004,559,1,1,,TS,,CER,CW,1,,h,,,,Classic,H-R,,,,,,
SLP-2004,654,1,1,,DL,,CER,CW,1,,h,,,,Classic,H-R,,,,,,
SLP-2004,686,1,1,,DL,,CER,CW,1,,h,,,,Classic,H-R,,,,,,
SLP-2004,1253,1,1,,DL,,CER,CW,1,,h,,,,Classic,H-R,,,,,,
SLP-2004,1292,1,1,,V'DO,,CER,CW,1,,h,,,,Classic,H-R,,,,,,
SLP-2004,317,1,1,,TS,,CER,CW,1,,H/R,,,,Classic,LR,,,,,,
SLP-2004,195,1,1,,,,CER,CW,4,,h/w,,,,Classic,H-R,,,,,,
SLP-2004,260,1,1,,JP,,CER,CW,3,,h/w,,,,Classic,H-R,,,,,,
SLP-2004,1242,1,1,,VDO,,CER,CW,7,,h+w,,,,Classic,H-R,,,,,,
SLP-2004,605,1,1,,MR,,CER,CW,1,,knob,,,,Classic,H-R,,,,,,
SLP-2004,195,1,1,,,,CER,CW,1,,l,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,DL,,CER,CW,1,,l,,,,Classic,H-R,,,,,,
SLP-2004,78,1,1,,ET,,CER,CW,1,,r,,,,Classic,LR,,,,,,
SLP-2004,195,1,1,,,,CER,CW,1,,r,,,,Classic,H-R,,,,,,
SLP-2004,195,1,1,,,,CER,CW,1,,r,,,,Classic,H-R,,,,,,
SLP-2004,420,1,1,,,,CER,CW,1,,R,,,,Classic,LR,,,,,,
SLP-2004,423,1,1,,,,CER,CW,1,,R,,,,Classic,H-LR,,,,,,
SLP-2004,426,1,1,,DL,,CER,CW,1,,r,,,,Classic,LR,,,,,,
SLP-2004,460,1,1,,TS,,CER,CW,1,,r,,,,Classic,R-LR,,,,,,
SLP-2004,559,1,1,,TS,,CER,CW,1,,r,,,,Classic,H-R,,,,,,
SLP-2004,627,1,1,,TS,,CER,CW,1,,r,,,,Classic,H-R,,,,,,
SLP-2004,655,1,1,,JP,,CER,CW,3,,r,,,,Classic,H-R,,,,,,
SLP-2004,1298,1,1,,DL,,CER,CW,1,,r,,,,Classic,H-R,,,,,,
SLP-2004,200,1,1,,MR,,CER,CW,2,,r-handle,,,,Classic,H-R,,,,,,
SLP-2004,603,1,1,,JP,,CER,CW,2,,r/b,,,,Classic,H-R,,,,,,
SLP-2004,548,1,1,,JP,,CER,CW,2,,r/l,,,,Classic,H-R,,,,,,
SLP-2004,224,1,1,,JP,,CER,CW,2,,r/w,,,,Classic,H-R,,,,,,
SLP-2004,351,1,1,,JP,,CER,CW,2,,R/W,,,,Classic,H-R,,,,,,
SLP-2004,1284,1,1,,JP,,CER,CW,5,,r/w,,,,Classic,H-R,,,,,,
SLP-2004,1196,1,1,,DL,,CER,CW,1,,r+h,,,,Classic,H-R,,,,,,
SLP-2004,1224,1,1,,JP,,CER,CW,6,,r+w,,,,Classic,H-R,,,,,,
SLP-2004,43,1,2,,,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,43,1,2,,,,CER,CW,2,,w,,,,Classic,H2-R2,,,,,,
SLP-2004,195,1,1,,,,CER,CW,4,,w,,,,Classic,H-R,,,,,,
SLP-2004,197,1,1,,JP,,CER,CW,3,,w,,,,Classic,H-R,,,,,,
SLP-2004,251,1,1,,JP,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,252,1,1,,DL,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,252,1,1,,DL,,CER,CW,4,,w,,,,Classic,H-R,,,,,,
SLP-2004,279,1,1,,VDO,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,339,1,1,,JP,,CER,CW,3,,w,,,,Classic,H-R,,,,,,
SLP-2004,341,1,1,,VDO,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,426,1,1,,DL,,CER,CW,1,,w,,,,Classic,LR,,,,,,
SLP-2004,556,1,1,,JP,,CER,CW,8,,w,,,,Classic,H-R,,,,,,
SLP-2004,560,1,1,,JP,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,586,1,1,,JP,,CER,CW,4,,w,,,,Classic,H-R,,,,,,
SLP-2004,607,1,1,,JP,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,609,1,1,,DL,,CER,CW,4,,w,,,,Classic,H-R,,,,,,
SLP-2004,622,1,1,,DL,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,624,1,1,,DL,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,630,1,1,,JP,,CER,CW,8,,w,,,,Classic,H-R,,,,,,
SLP-2004,634,1,1,,JP,,CER,CW,3,,w,,,,Classic,H-R,,,,,,
SLP-2004,644,1,1,,V.D.O,,CER,CW,9,,w,,,,Classic,H-R,,,,,,
SLP-2004,654,1,1,,DL,,CER,CW,3,,w,,,,Classic,H-R,,,,,,
SLP-2004,657,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,658,1,1,,DL,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,678,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,693,1,1,,V.D.O,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,706,1,1,,V.D.O,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,741,1,1,,V.D.O,,CER,CW,7,,w,,,,Classic,H-R,,,,,,
SLP-2004,744,1,1,,JP,,CER,CW,4,,w,,,,Classic,H-R,,,,,,
SLP-2004,745,1,1,,DL,,CER,CW,3,,w,,,,Classic,H-R,,,,,,
SLP-2004,1183,1,1,,JP,,CER,CW,2,,w,,,,Classic,A-H,,,,,,
SLP-2004,1183,1,1,,VDO,,CER,CW,5,,w,,,,Classic,H-R,,,,,,
SLP-2004,1188,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1189,1,1,,DL,,CER,CW,9,,w,,,,Classic,H-R,,,,,,
SLP-2004,1196,1,1,,DL,,CER,CW,4,,w,,,,Classic,H-R,,,,,,
SLP-2004,1198,1,1,,JP,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,1199,1,1,,VDO,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,1200,1,1,,DL,,CER,CW,12,,w,,,,Classic,H-R,,,,,,
SLP-2004,1213,1,1,,JP,,CER,CW,3,,w,,,,Classic,A-H,,,,,,
SLP-2004,1223,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1224,1,1,,VDO,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1224,1,1,,DL,,CER,CW,14,,w,,,,Classic,H-R,,,,,,
SLP-2004,1224,1,1,,VDO,,CER,CW,29,,w,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,DL,,CER,CW,5,,w,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,DL,,CER,CW,5,,w,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,DL,,CER,CW,8,,w,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,VDO,,CER,CW,25,,w,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,JP,,CER,CW,27,,w,,,,Classic,H-R,,,,,,
SLP-2004,1230,1,1,,DL,,CER,CW,5,,w,,,,Classic,H-R,,,,,,
SLP-2004,1234,1,1,,JP,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1236,1,1,,JP,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,1238,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1242,1,1,,VDO,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1253,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-LR,,,,,,
SLP-2004,1253,1,1,,DL,,CER,CW,6,,w,,,,Classic,R-LR,,,,,,
SLP-2004,1253,1,1,,Dl,,CER,CW,8,,w,,,,Classic,H-R,,,,,,
SLP-2004,1279,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1284,1,1,,DL,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,1285,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1292,1,1,,V'DO,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1294,1,1,,DL,,CER,CW,2,,w,,,,Classic,H-R,,,,,,
SLP-2004,1298,1,1,,DL,,CER,CW,1,,w,,,,Classic,H-R,,,,,,
SLP-2004,1249,1,1,,V'DO,,CER,CW,10,,w-b,,,,Classic,H-R,,,,,,
SLP-2004,425,1,1,,VDO,,CER,CW,6,,W/B,,,,Classic,R?,,,,,,
SLP-2004,593,1,1,,JP,,CER,CW,5,,w/b,,,,Classic,H-R,,,,,,
SLP-2004,1283,1,1,,JP,,CER,CW,8,,w/b,,,,Classic,C-R,,,,,,
SLP-2004,1245,1,1,,JP,,CER,CW,5,,w/h,,,,Classic,H-R,,,,,,
SLP-2004,344,1,1,,JP,,CER,CW,29,,W/R,,,,Classic,H-LR,,,,,,
SLP-2004,487,1,1,,JP,,CER,CW,3,,W/R,,,,Classic,H-R,,,,,,
SLP-2004,743,1,1,,V.D.O,,CER,CW,2,,w/r,,,,Classic,H-R,,,,,,
SLP-2004,1246,1,1,,V'DO,,CER,CW,3,,w/r,,,,Classic,H-R,,,,,,
SLP-2004,1265,1,1,,V'DO,,CER,CW,14,,w/r/b,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,VDO,,CER,CW,3,,w+B,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,VDO,,CER,CW,18,,w+b,,,,Classic,H-R,,,,,,
SLP-2004,1242,1,1,,VDO,,CER,CW,5,,w+b,,,,Classic,H-R,,,,,,
SLP-2004,1183,1,1,,VDO,,CER,CW,4,,w+r,,,,Classic,H-R,,,,,,
SLP-2004,1195,1,1,,JP,,CER,CW,3,,w+r,,,,Classic,H-R,,,,,,
SLP-2004,1235,1,1,,VDO,,CER,CW,5,,w+r,,,,Classic,H-R,,,,,,
SLP-2004,1241,1,1,,VDO,,CER,CW,8,,w+r,,,,Classic,H-R,,,,,,
SLP-2004,1225,1,1,,DL,,CER,CW,11,,w+r+b,,,,Classic,H-R,,,,,,
SLP-2004,14,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,18,1,1,,"MR
MR",,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,21,1,1,,TS,,CER,CW,2,,,,,,Classic,H-R,,,,,,
SLP-2004,80,1,1,,ET,,CER,CW,4,,,,,,Classic,A-H,,,,,,
SLP-2004,97,1,1,,MJK,,CER,CW,3,,,,,,Classic,A-H,,,,,,
SLP-2004,138,1,1,,BS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,147,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,176,1,1,,,,CER,CW,3,,,,,,Classic,H-R,,,,,,
SLP-2004,183,1,1,,,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,193,1,1,,,,CER,CW,6,,,,,,Classic,H-R,,,,,,
SLP-2004,244,1,1,s,,,CER,CW,4,,,,,,Classic,H-R,,,,,,
SLP-2004,284,1,1,,TS,,CER,CW,1,,,,,,Classic,A-R,,,,,,
SLP-2004,285,1,1,,TS,,CER,CW,2,,,,,,Classic,H-R,,,,,,
SLP-2004,321,1,1,,MR,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,328,1,1,,TS,,CER,CW,2,,,,,,Classic,H-R,,,,,,
SLP-2004,342,1,1,,JP,,CER,CW,6,,,,,,Classic,H-R,,,,,,
SLP-2004,343,1,1,,,,CER,CW,5,,,,,,Classic,H-R,,,,,,
SLP-2004,346,1,1,,JP,,CER,CW,3,,,,,,Classic,H-R,,,,,,
SLP-2004,347,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,347,1,1,,JP,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,387,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,416,1,1,,TS,,CER,CW,2,,,,,,Classic,LR,,,,,,
SLP-2004,419,1,1,,MR,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,419,1,1,,MR,,CER,CW,1,,,,,,Classic,LR,,,,,,
SLP-2004,448,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,460,1,1,,TS,,CER,CW,4,,,,,,Classic,R-LR,,,,,,
SLP-2004,469,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,505,1,1,,TS,,CER,CW,9,,,,,,Classic,H-R,,,,,,
SLP-2004,546,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,550,1,1,,TS,,CER,CW,10,,,,,,Classic,H-R,,,,,,
SLP-2004,553,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,576,1,1,,TS,,CER,CW,2,,,,,,Classic,H-R,,,,,,
SLP-2004,577,1,1,,JP,,CER,CW,2,,,,,,Classic,H-R,,,,,,
SLP-2004,578,1,1,,JP,,CER,CW,4,,,,,,Classic,H-R,,,,,,
SLP-2004,579,1,1,,TS,,CER,CW,2,,,,,,Classic,H-R,,,,,,
SLP-2004,581,1,1,,BS,,CER,CW,3,,,,,,Classic,H-R,,,,,,
SLP-2004,583,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,596,1,1,,TS,,CER,CW,3,,,,,,Classic,H-R,,,,,,
SLP-2004,605,1,1,,MR,,CER,CW,3,,,,,,Classic,H-R,,,,,,
SLP-2004,606,1,1,,TS,,CER,CW,6,,,,,,Classic,H-R,,,,,,
SLP-2004,614,1,1,,TS,,CER,CW,4,,,,,,Classic,H-R,,,,,,
SLP-2004,620,1,1,,JP,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,621,1,1,,TS,,CER,CW,2,,,,,,Classic,H-R,,,,,,
SLP-2004,640,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,641,1,1,,TS,,CER,CW,3,,,,,,Classic,H-R,,,,,,
SLP-2004,669,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,680,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,696,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,1191,1,1,,TS,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,1196,1,1,,VDO,,CER,CW,22,,,,,,Classic,H-R,,,,,,
SLP-2004,1213,1,1,,MR,,CER,CW,3,,,,,,Classic,A-H,,,,,,
SLP-2004,1226,1,1,,JP,,CER,CW,4,,,,,,Classic,H-R,,,,,,
SLP-2004,1259,1,1,,V'DO,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,1264,1,1,,DL,,CER,CW,2,,,,,,Classic,A-H,,,,,,
SLP-2004,1275,1,1,,DL,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,1275,1,1,,DL,,CER,CW,2,,,,,,Classic,H-R,,,,,,
SLP-2004,1276,1,1,,JP,,CER,CW,2,,,,,,Classic,A-H,,,,,,
SLP-2004,1277,1,1,,DL,,CER,CW,1,,,,,,Classic,H-R,,,,,,
SLP-2004,1282,1,1,,TS,,CER,CW,2,,,,,,Classic,H-LR,,,,,,
SLP-2004,1287,1,1,,DL,,CER,CW,5,,,,,,Classic,H-R,,,,,,
SLP-2004,344,1,1,,JP,,CER,CW,16,,R/W/B/H,,,,Classic- Medieval,R2-TA,,,,,,1 PIECE PAINTED. DISTINCTION BETWEEN CW AND PW DIFFICULT TO BE CHECKED
SLP-2004,256,1,1,,TS,,CER,CW,10,,,,,,Classic- Medieval,H-M,,,,,,darkred
SLP-2004,194,1,1,,,,CER,CW,7,,,,,,Classic- Medieval,R2-TA,,,,,,DS
SLP-2004,717,1,1,,TS,,CER,CW,1,,,,,,Classic- Medieval,R-M,,,,,,DS
SLP-2004,709,1,1,,JP,,CER,CW,1,,,,,,Classic- Medieval,R-M,,,,,,glazed
SLP-2004,121,1,1,,TS,,CER,CW,1,,b,,,,Classic- Medieval,R-M,,,,,,late roman?
SLP-2004,355,1,1,,TS,,CER,CW,1,,h,,,,Classic- Medieval,LR-M,,,,,,ORANGE GREY CORE
SLP-2004,419,1,1,,TS,,CER,CW,4,,,,,,Classic- Medieval,H-M,,,,,,PROB LR
SLP-2004,78,1,1,,ET,,CER,CW,20,300,h/b/w,,,,Classic- Medieval,R-M,,,,,,"probably LR, base drawn"
SLP-2005,2457,1,1,,jp,28-11-2005 00:00:00,CER,CW,3,10,w,,,c,Classic- Medieval,LR?,,,,,,
SLP-2004,326,1,1,,TS,,CER,CW,1,,b,,,,Classic- Medieval,H-M,,,,,,
SLP-2004,443,1,1,,,,CER,CW,3,,H/W,,,,Classic- Medieval,R-M,,,,,,
SLP-2004,660,1,1,,DL,,CER,CW,1,,r,,,,Classic- Medieval,R-M,,,,,,
SLP-2004,273,1,1,,DL,,CER,CW,2,,w,,,,Classic- Medieval,H-M,,,,,,
SLP-2004,427,1,1,,VDO,,CER,CW,2,,w,,,,Classic- Medieval,H-M,,,,,,
SLP-2004,433,1,1,,DL,,CER,CW,2,,w,,,,Classic- Medieval,H-M,,,,,,
SLP-2004,1271,1,1,,DL,,CER,CW,1,,w,,,,Classic- Medieval,LR-M,,,,,,
SLP-2004,340,1,1,,DL,,CER,CW,6,,W/B/H/L,,,,Classic- Medieval,LR-M,,,,,,
SLP-2004,194,1,1,,,,CER,CW,3,,,,,,Classic- Medieval,R2-TA,,,,,,
SLP-2004,259,1,1,,TS,,CER,CW,19,,,,,,Classic- Medieval,H-M,,,,,,
SLP-2004,261,1,1,,TS,,CER,CW,5,,,,,,Classic- Medieval,R-M,,,,,,
SLP-2004,355,1,1,,TS,,CER,CW,1,,,,,,Classic- Medieval,LR-M,,,,,,
SLP-2004,388,1,1,,JP,,CER,CW,1,,,,,,Classic- Medieval,H-M,,,,,,
SLP-2004,456,1,1,,JP,,CER,CW,4,,,,,,Classic- Medieval,H-M,,,,,,
SLP-2004,1267,1,1,,DL,,CER,CW,2,,,,,,Classic- Medieval,LR-M,,,,,,
SLP-2004,362,1,1,,JP,,CER,CW,1,,,,,,Classic- Subrecent,H-SR,,,,,,DS
SLP-2004,418,1,1,,TS,,CER,CW,4,,,,,,Classic- Subrecent,R-SR,,,,,,
SLP-2004,262,1,1,,DL,,CER,CW,1,,w,,,,Medieval,M?,,,,,,inside glazed
SLP-2004,1189,1,1,,DL,,CER,CW,1,,b,,,,Medieval,M,,,,,,inside glazed???
SLP-2004,1190,1,1,,DL,,CER,CW,1,,w,,,,Medieval,M,,,,,,inside glazed???
SLP-2004,1190,1,1,,DL,,CER,CW,1,,r,,,,Medieval,M?,,,,,,outside glazed????
SLP-2004,327,1,1,,MR,,CER,CW,4,,,,,,Medieval- Subrecent,M-SR,,,,,, DS TABLE WARE
SLP-2004,389,1,1,,DL,,CER,CW,1,,w,,,,Medieval- Subrecent,M-SR,,,,,,DECORAZIONE A UNGHIATA
SLP-2004,445,1,1,,DL,,CER,CW,1,,w,,,,Medieval- Subrecent,M-SR,,,,,,DIPINTA E INVETRIATA
SLP-2005,2458,1,1,,jp,28-11-2005 00:00:00,CER,CW,2,10,w,,,c1,Medieval- Subrecent,M-SR,,,,,,ds
SLP-2004,263,1,1,,TS,,CER,CW,1,,,,,,Medieval- Subrecent,M-SR,,,,,,DS
SLP-2004,260,1,1,,JP,,CER,CW,1,,r,,,,Medieval- Subrecent,M-SR,,,,,,"DS, glazed"
SLP-2004,95,1,1,,ET,,CER,CW,1,,w,,,,Medieval- Subrecent,M-SR,,,,,,
SLP-2004,389,1,1,,DL,,CER,CW,3,,w,,,,Medieval- Subrecent,M-SR,,,,,,
SLP-2004,357,1,1,,JP,,CER,CW,1,,,,,,Medieval- Subrecent,M-SR,,,,,,
SLP-2004,442,1,1,,,,CER,CW,1,,,,,,Medieval- Subrecent,M-SR,,,,,,
SLP-2008,2602,4,1,,TS,,CER,CW,11,105,,,,,Not recorded,,,,,,,55p
SLP-2008,4000,4,1,,MF,,CER,CW,1,135,b,,,,Not recorded,,,,,,,DS
SLP-2008,2034,4,1,,MF,,CER,CW,4,20,,,,,Not recorded,,,,,,,DS
SLP-2008,2062,4,1,,TS,,CER,CW,7,60,,,,,Not recorded,,,,,,,DS
SLP-2008,2176,4,1,,TS,,CER,CW,3,30,,,,,Not recorded,,,,,,,DS
SLP-2008,2321,4,1,,TS,,CER,CW,9,40,,,,,Not recorded,,,,,,,DS
SLP-2008,2321,4,1,,TS,,CER,CW,30,560,,,,,Not recorded,,,,,,,DS
SLP-2008,2399,4,1,,TS,,CER,CW,8,90,,,,,Not recorded,,,,,,,DS
SLP-2008,2602,4,1,,TS,,CER,CW,5,140,,,,,Not recorded,,,,,,,DS
SLP-2008,4000,4,1,,MF,,CER,CW,3,15,,,,,Not recorded,,,,,,,DS
SLP-2008,2602,4,1,,TS,,CER,CW,26,185,,,,,Not recorded,,,,,,,"DS, 4SP"
SLP-2008,2062,4,1,,TS,,CER,CW,1,5,b,,,,Not recorded,,,,,,,
SLP-2008,2602,4,1,,TS,,CER,CW,2,0,b,,,,Not recorded,,,,,,,
SLP-2008,2062,4,1,,TS,,CER,CW,1,5,r,,,,Not recorded,,,,,,,
SLP-2008,2602,4,1,,TS,,CER,CW,1,5,r,,,,Not recorded,,,,,,,
SLP-2008,2602,4,1,,TS,,CER,CW,1,5,r,,,,Not recorded,,,,,,,
SLP-2008,2602,4,1,,TS,,CER,CW,1,5,r,,,,Not recorded,,,,,,,
SLP-2008,2602,4,1,,TS,,CER,CW,1,1,r,,,,Not recorded,,,,,,,
SLP-2008,2602,4,1,,TS,,CER,CW,1,5,r,,,,Not recorded,,,,,,,
SLP-2004,1192,1,1,,V.D.O.,,CER,CW,15,,b/w,,,,Prehistoric- Classic,BA-R,,,,,,Arancio ????
SLP-2004,67,1,1,,TS,,CER,CW,1,,h,,,,Prehistoric- Classic,IA-H,,,,,,Coarse cooking ware. Nice knob
SLP-2004,1272,1,1,,DL,,CER,CW,1,,,,,,Prehistoric- Classic,IA-H,,,,,,forse sannitico o piu antico
SLP-2004,1216,1,1,,V'DO,,CER,CW,1,,h,,,,Prehistoric- Classic,BA-R,,,,,,frammento di presa su parete
SLP-2004,1192,1,1,,V.D.O.,,CER,CW,5,,,,,,Prehistoric- Classic,BA-R,,,,,,Impasto nero
SLP-2004,1290,1,1,,MR,,CER,CW,29,,b/h,,,,Prehistoric- Classic,IA-H,,,,,,"quite fine inclusions hard fired, not burnished impastoid"
SLP-2004,219,1,1,,MR,,CER,CW,1,,,,,,Prehistoric- Classic,IA-H,,,,,,SP
SLP-2004,1169,1,1,,MR,,CER,CW,2,,,,,,Prehistoric- Classic,IA-H,,,,,,SP
SLP-2004,1243,1,1,,MR,,CER,CW,1,,,,,,Prehistoric- Classic,IA-H,,,,,,SP
SLP-2004,1222,1,1,,MR,,CER,CW,2,,,,,,Prehistoric- Classic,IA-H,,,,,,SP(very coarse 'like impasto')
SLP-2004,176,1,1,,,,CER,CW,1,,B,,,,Prehistoric- Classic,IA-H,,,,,,
SLP-2004,95,1,1,,ET,,CER,CW,2,,w,,,,Prehistoric- Classic,IA-C,,,,,,
SLP-2004,1199,1,1,,VDO,,CER,CW,9,,W+b+r,,,,Prehistoric- Classic,BA-R,,,,,,
SLP-2004,90,1,1,,BS,,CER,CW,2,,,,,,Subrecent,SR,,,,,,DS
SLP-2004,104,1,1,,TS,,CER,CW,7,,,,,,Subrecent,SR,,,,,,DS
SLP-2004,200,1,1,,MR,,CER,CW,3,,,,,,Subrecent,SR,,,,,,DS
SLP-2004,288,1,1,,TS,,CER,CW,2,,,,,,Subrecent,SR,,,,,,DS
SLP-2004,329,1,1,,TS,,CER,CW,3,,,,,,Subrecent,UNI,,,,,,PROB SR
SLP-2004,1182,1,1,,DL,,CER,CW,3,,r,,,,Subrecent,SR,,,,,,
SLP-2004,366,1,1,,TS,,CER,CW,1,,r,,,,Unidentified,UNI,,,,,,"1 INGEVULD, STOND GEEN AATAL BIJ OP FORMULIER"
SLP-2004,223,1,1,,ET,,CER,CW,3,,b/w,,,,Unidentified,UNI,,,,,,1 pres. DS
SLP-2004,557,1,1,,ET,,CER,CW,2,,b,,,,Unidentified,UNI,,,,,,1 preserved
SLP-2004,742,1,1,,TS,,CER,CW,5,,,,,,Unidentified,UNI,,,,,,1 SP
SLP-2004,333,1,1,,TS,,CER,CW,2,,,,,,Unidentified,UNI,,,,,,1SP
SLP-2004,256,1,1,,TS,,CER,CW,3,,,,,,Unidentified,UNI,,,,,,2 SP
SLP-2004,322,1,1,,ET,,CER,CW,10,,,,,,Unidentified,UNI,,,,,,2SP
SLP-2004,345,1,1,,VDO,,CER,CW,23,,B/R/W,,,,Unidentified,UNI,,,,,,3 FRAM PRESENTANO EVIDENTI TRACCE DI TORNIO
SLP-2004,172,1,1,,TS,,CER,CW,5,,,,,,Unidentified,UNI,,,,,,3 preserved
SLP-2004,651,1,1,,TS,,CER,CW,8,,,,,,Unidentified,UNI,,,,,,5 SP
SLP-2004,1264,1,1,,DL,,CER,CW,6,,,,,,Unidentified,UNI,,,,,,alcuni fram. Sembrerebbero piu antichi
SLP-2004,1228,1,1,,V'DO,,CER,CW,1,,w,,,,Unidentified,UNI,,,,,,arancio chiaro
SLP-2004,553,1,1,,TS,,CER,CW,4,50,,,,,Unidentified,UNI,,,,,,big ?? (probably)
SLP-2004,239,1,1,,TS,,CER,CW,1,,,,,,Unidentified,UNI,,,,,,coarse impasto. DS
SLP-2004,193,1,1,,,,CER,CW,1,,,,,,Unidentified,UNI,,,,,,DARK ORANGE FABR. NO BIG INCL.
SLP-2004,193,1,1,,,,CER,CW,6,,,,,,Unidentified,UNI,,,,,,DARK RED TO BROWN FABR. A LOT OF INCL.
SLP-2004,61,1,1,,TS/MIK,,CER,CW,1,,b,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,41,1,1,,TS,,CER,CW,3,,,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,42,1,1,,TS,,CER,CW,2,,,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,122,1,1,,MR,,CER,CW,1,,,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,122,1,1,,MR,,CER,CW,2,,,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,123,1,1,,ET,,CER,CW,2,,,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,124,1,1,,JP,,CER,CW,1,,,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,126,1,1,,TS,,CER,CW,1,,,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,149,1,1,,TS,,CER,CW,1,,b,,,,Unidentified,UNI,,,,,,DS
SLP-2004,461,1,1,,JP,,CER,CW,2,,h/w,,,,Unidentified,UNI,,,,,,DS
