Campaign,UnitID,Visitnr,SampleID,SiteID,Adm,Date,Type,Ware,Number,Weight,Fragment,Form,Fabric,Colour,Era,Period,Diameter,Inclusions,Decoration,Thickness,Parallel,Remarks
SLP-2005,2002,1,1,,ET,2-11-2005 00:00:00,VAR,-0,1,15,,,,,Classic,,,,,,,"light grey, very coarse fabric, rectangular form that does not seem ceramic but architectural"
SLP-2004,419,1,1,,TS,,STO,-0,1,,,,,,Classic- Medieval,H-M,,,,,,FLINT
SLP-2004,424,2,1,,JP,,STO,-0,1,,,,,,Classic- Medieval,H-LR,,,,,,mill stone
SLP-2004,516,1,1,,TS,,GLA,-0,1,,,,,,Medieval- Subrecent,M-SR,,,,,,DS
SLP-2005,2381,1,1,,ML,16-11-2005 00:00:00,STO,-0,1,,,,,,Not recorded,,,,,,,ds
SLP-2005,2384,1,1,,ET,17-11-2005 00:00:00,STO,-0,1,,,,,,Not recorded,,,,,,,ds.
SLP-2005,2479,1,1,,ML,21-11-2005 00:00:00,STO,-0,1,10,,,,,Not recorded,,,,,,,"just a stone, perhaps seen as ceramics by mistake? Ds"
SLP-2005,3133,1,1,,ML,23-11-2005 00:00:00,STO,-0,4,65,,,,,Not recorded,,,,,,,normal stones with rounded shape.
SLP-2005,2485,1,1,,ML,21-11-2005 00:00:00,STO,-0,1,60,,,,,Not recorded,,,,,,,"probably mistakenly taken as a ceramic sherd, ds."
SLP-2005,3131,1,1,,ML,25-11-2005 00:00:00,STO,-0,1,,,,,,Not recorded,,,,,,,"round black stone with parallel incised lines, not sure if it is natural or intentional."
SLP-2005,3079,1,1,,ML,22-11-2005 00:00:00,STO,-0,1,,,,,,Not recorded,,,,,,,"small piece of flintstone, deep red, no tool!"
SLP-2005,3520,1,1,,ML,22-11-2005 00:00:00,STO,-0,2,205,,,,,Not recorded,,,,,,,"TWO ORDINARY STONES, DS."
SLP-2005,2015,1,1,,ET,2-11-2005 00:00:00,STO,-0,1,,,,,light brown,Not recorded,,,,,,,worked flint
SLP-2005,2489,1,1,,ML,21-11-2005 00:00:00,STO,-0,2,50,,,,,Not recorded,,,,,,,
SLP-2005,246,3,1,,ET/TS,11-11-2005 00:00:00,VAR,-0,1,75,,,,,Not recorded,un,,,,,,? Heavy black object with incrustation.
SLP-2005,246,3,1,,ET/TS,11-11-2005 00:00:00,VAR,-0,1,140,,,,,Not recorded,un,,,,,,poss. Slinging stone…
SLP-2004,419,1,1,,MR,,STO,-0,1,,,,,,Prehistoric,PAL-NEO,,,,,,FLINT
SLP-2005,2012,1,1,,TS,3-11-2005 00:00:00,STO,-0,1,20,,,,,Prehistoric,,,,,,,flint
SLP-2004,219,1,1,,MR,,STO,-0,1,,,,,,Prehistoric,PAL-NEO,,,,,,flint (little knife)
SLP-2004,706,1,1,,V.D.O,,STO,-0,1,,,,,,Prehistoric,PALEO-IA,,,,,,"Flint rossa: grappatoio?, spezzato?"
SLP-2005,2460,2,1,,ET,22-11-2005 00:00:00,STO,-0,1,250,,,,,Prehistoric,IA,,,yes,,,"sandstone?, incised decoration two concentric circles with point in the middle, circles linked together by broad line, seems part of repetitive ornament (of stela?)"
SLP-2004,219,1,1,,MR,,STO,-0,1,,,,,,Prehistoric,PAL-NEO,,,,,,SP (UNI)
SLP-2005,2005,2,1,,ET,7-11-2005 00:00:00,STO,-0,2,5,,,,,Prehistoric,,,,,,,
SLP-2005,3044,1,1,,ML,24-11-2005 00:00:00,STO,-0,1,520,,,,,Preroman,?,,,,,,"Rounded shape, probably a stone tool."
SLP-2005,2005,2,1,,ET,7-11-2005 00:00:00,MET,-0,1,1,,,,,Recent,,,,,,,
SLP-2004,61,1,1,,TS/MIK,,CER,-0,3,,,,,,Subrecent,SR,,,,,,destroyed
SLP-2004,545,1,1,,TS,,MET,-0,1,,,,,,Subrecent,SR,,,,,,"horseshoe, DS"
SLP-2004,11,1,1,,TS,,MET,-0,1,,,,,,Subrecent,SR,,,,,,spoon
SLP-2005,482,2,1,,ET,4-11-2005 00:00:00,CER,-0,1,25,,,,d,Unidentified,,no,no,yes,"0,5",more fragments of pipes in SLP 2005,"fragment of pipe with traces of red colour, more detailed description!"
SLP-2005,3121,1,1,,ML,23-11-2005 00:00:00,CER,-0,2,110,,,,e1,Unidentified,LR/M,,,,,,sp.
SLP-2004,343,2,1,s,JP,,GLA,-0,3,,,,,,Unidentified,uni,,,,,,"could be ancient, 2 green, one transparant"
SLP-2005,2477,1,1,,ML,21-11-2005 00:00:00,GLA,-0,1,1,,?,,blue,Unidentified,R/LR,,,,,,glass with reliefmotive.
SLP-2005,3002,1,1,,ML,22-11-2005 00:00:00,GLA,-0,1,10,,,,,Unidentified,Recent,,,,,,"Marble, ds."
SLP-2004,638,1,1,,V.D.O,,GLA,-0,1,,scoria,,,,Unidentified,UNI,,,,,,scoria di vetro annerita
SLP-2004,1283,1,1,,JP,,MET,-0,1,,,,,,Unidentified,UNI,,,,,,bronze deco 'a bullino' --> fibula
SLP-2004,350,1,1,,TS,,MET,-0,1,,,,,,Unidentified,UNI,,,,,,"BRONZE, MAYBE C-H?"
SLP-2004,27,1,1,,ET,,MET,-0,1,,,,,,Unidentified,UNI,,,,,,DS
SLP-2004,1281,1,1,,DL,,MET,-0,1,,,,,,Unidentified,UNI,,,,,,"laminetta metallica non ben conservata, prob moderna"
SLP-2004,343,2,1,s,JP,,MET,-0,1,,,,,,Unidentified,uni,,,,,,"nail prob ancient, see rainini"
SLP-2004,318,1,1,,VDO,,MET,-0,1,,,,,,Unidentified,UNI,,,,,,SCORIA DI METALLO
SLP-2004,37,1,1,,TS,,SHE,-0,1,,,,,,Unidentified,,,,,,,destroyed
SLP-2004,382,1,1,,DL,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,"1 INGEVULD, STOND GEEN AATAL BIJ OP FORMULIER"
SLP-2004,37,1,1,,TS,,STO,-0,1,,,,,,Unidentified,,,,,,,destroyed
SLP-2004,130,1,1,,TS,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,destroyed
SLP-2004,533,1,1,,JJ,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,DS
SLP-2004,1161,1,1,,TS,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,DS
SLP-2005,2534,1,1,,ET,24-11-2005 00:00:00,STO,-0,3,270,,,,,Unidentified,,,,,,,ds.
SLP-2004,47,1,1,,ET,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint
SLP-2004,220,1,1,,JP,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint
SLP-2004,264,1,1,,TS,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint
SLP-2004,545,1,1,,TS,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint
SLP-2004,589,1,1,,MR,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint
SLP-2004,1152,1,1,,TS/MIK,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint
SLP-2004,1174,1,1,,DL,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint
SLP-2004,1284,1,1,,DL,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint
SLP-2005,243,2,1,,ET,10-11-2005 00:00:00,STO,-0,1,1,,,,,Unidentified,,,,,,,"flint, could be prehistoric or natural"
SLP-2004,223,1,1,,ET,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,"flint, p[res."
SLP-2005,2312,1,1,G 14,ET,14-11-2005 00:00:00,STO,-0,2,5,,,,,Unidentified,,,,,,,"flint, prehistoric or natural"
SLP-2005,2325,1,1,,ML,15-11-2005 00:00:00,STO,-0,1,20,,,,,Unidentified,,,,,,,"Flint, prob. Natural"
SLP-2005,2267,1,1,,ET,11-11-2005 00:00:00,STO,-0,1,10,,,,,Unidentified,,,,,,,flint:worked or natural?
SLP-2004,173,1,1,,TS,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,flint?
SLP-2004,1176,1,1,,JP,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,Flint?
SLP-2005,2309,3,1,,ML,18-11-2005 00:00:00,STO,-0,1,45,,,,,Unidentified,,,,,,,"Flintstone, possibly a prehistoric tool"
SLP-2004,1191,1,1,,V'DO,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,"interessante, MILL STONE?"
SLP-2004,199,1,1,,TS,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,mountain chrystal
SLP-2005,3002,1,1,,ML,22-11-2005 00:00:00,STO,-0,2,85,,,,,Unidentified,,,,,,,"Ordinary rocks, ds."
SLP-2005,2453,2,1,,ET,26-11-2005 00:00:00,STO,-0,1,15,,,,,Unidentified,,,,,,,seems natural but u never know
SLP-2005,2498,1,1,,ML,21-11-2005 00:00:00,STO,-0,1,95,,,,,Unidentified,unknown,,,,,,"Vulcanic stone with large pores, probably used as a grindingstone."
SLP-2004,1224,1,1,,VDO,,STO,-0,1,,,,,,Unidentified,UNI,,,,,,
SLP-2005,258,3,1,,ET,7-11-2005 00:00:00,VAR,-0,1,135,,,,,Unidentified,,no,yes,no,"1,3",,"fragment of  unknown object?, seems Classic or Medieval, seems rim, no ceramic vessel"
SLP-2005,2378,1,1,,ML,16-11-2005 00:00:00,VAR,-0,3,50,,,,,Unidentified,,,,,,,"possibly mudbrick, sp."
SLP-2005,3209,1,1,,ML,26-11-2005 00:00:00,STO,-0,1,20,,,,,Not recorded,,,,,,,a normal stone.
SLP-2005,3078,1,1,,ML,25-11-2005 00:00:00,STO,-0,1,1,,,,,Not recorded,,,,,,,ds
SLP-2004,615,1,1,,JP,,CER,ARCH,2,,,,,,Classic,H-R,,,,,,"mattoni?, bricks?"
SLP-2004,340,1,1,,DL,,CER,ARCH,1,,,,,,Classic,H-R,,,,,,PROB MODANATURA TONDEGGIANTE
SLP-2004,1188,1,1,,MR,,CER,ARCH,2,,,,,,Classic,H-R,,,,,,SP
SLP-2004,422,1,1,,,,CER,ARCH,1,,,,,,Classic,H-R,,,,,,
SLP-2004,344,1,1,,JP,,CER,ARCH,1,,,,,,Unidentified,UNI,,,,,,??
SLP-2004,195,1,1,,,,CER,ARCH,1,,,,,,Unidentified,UNI,,,,,,FRAM DI LATERIZIO CON MALTA
SLP-2004,423,1,1,,,,CER,ARCH,1,,,,,,Unidentified,UNI,,,,,,FRAM. MOLTO COTOO E PIATTO CON 2 SCANALATURE..
SLP-2004,483,1,1,,DL,,CER,ARCH,1,,,,,,Unidentified,UNI,,,,,,PROBABILE DECORAZIONE ARCHITECTONICA. CERAMICA ABBASTANZA DEPURATA
SLP-2004,1255,1,1,,MR,,CER,ARCH,1,,,,,,Unidentified,UNI,,,,,,SP
SLP-2004,220,1,1,,JP,,CER,ARCH,1,,,,,,Unidentified,UNI,,,,,,
SLP-2004,243,1,1,s,,,CER,ARS,1,,R,,,,Classic,R2,,,,,Hayes 8b,"best parallel: Hayes 8b, is een vroege ARS vorm, eerste helft 2de eeuw, alternatief 6b, zelfde periode."
SLP-2004,245,1,1,,,,CER,ARS,1,,R2,,,,Classic,R2,,,,,Hayes 8b,"Carinated bowl: Hayes 8b! Datering tweede helft 2de eeuw. Zelfde vorm als waarvan in unit 243 een voet is gevonden. Mogelijk zelfde Carinated bowl,"
SLP-2005,3042,1,1,,ML,23-11-2005 00:00:00,CER,ARS,1,10,w,cup with carena,,b,Classic,R,,,,,"Hayes form 8A, Flavian to 2nd c. BC.",Cup with carena with 'a rotella'
SLP-2005,2045,1,1,,TS,3-11-2005 00:00:00,CER,ARS,1,2,r,,,b,Classic,R,,yes,no,,,form Hayes 8b? Very worn
SLP-2004,421,1,1,,,,CER,ARS,1,,R,,,,Classic,LR,,,,,hayes 61a/ barker 143.1,"hayes 61a (late roman, fourth century)325-380"
SLP-2004,194,1,1,,,,CER,ARS,1,,,,,,Classic,R-LR,,,,"0,4",,"is sigillata, but not clear what type."
SLP-2004,1255,1,1,,MR,,CER,ARS,1,,r,,,,Classic,R2-LR,,,,,,mid imperial?
SLP-2004,196,1,1,,,,CER,ARS,1,,,,,,Classic,LR,,,,,Hayes 61A,"nice rim, clear parallel found in Hayes 61 A, see also alberella et al. form 4, and Barker 143.1, date: 325-380"
SLP-2004,323,1,1,,,,CER,ARS,2,,,,,,Classic,R-TA,,,,,,"not very sure, 1x fairly thick  0,7cm, nice orange colour, 1x very thin 0,3 strange dark red colour, nu curve (maybe no ARS)!"
SLP-2004,424,2,1,,JP,,CER,ARS,8,,w/r,,,orange,Classic,LR,,,,,,"one with stamp pos. Hayes 74 N pag 243 (only stirpes are in different direction), one Hates 8A"
SLP-2004,421,1,1,,,,CER,ARS,1,,w,,,,Classic,R2-LR,,,,,,plate! Two circular incisions visible
SLP-2004,345,1,1,,VDO,,CER,ARS,1,,w,,,,Classic,R,,,,,,PROB SIGILATA
SLP-2005,2312,1,1,G 14,ET,14-11-2005 00:00:00,CER,ARS,1,5,r,,,b,Classic,LR,,no,no,,,reparation hole!
SLP-2004,1234,1,1,,MR,,CER,ARS,2,,r,,,,Classic,R2-LR,,,,,,SP
SLP-2004,1240,1,1,,MR,,CER,ARS,3,,r,,,,Classic,LR,,,,,,SP
SLP-2004,1239,1,1,,MR,,CER,ARS,1,,,,,,Classic,R2-LR,,,,,,SP
SLP-2004,1240,1,1,,MR,,CER,ARS,1,,,,,,Classic,R2-LR,,,,,,SP
SLP-2005,2010,1,1,,ET,2-11-2005 00:00:00,CER,ARS,1,1,w,,,c,Classic,R,,,,,,"stamp with palmette, not in Hayes"
SLP-2005,2342,2,1,,JP,30-11-2005 00:00:00,CER,ARS,1,20,b,,,c,Classic,R,,,,,,"STRANGE RED FABRIC, ARS TYPE HAS TO BE CHECKED"
SLP-2005,2448,1,1,,ML,19-11-2005 00:00:00,CER,ARS,1,,w,,,c1,Classic,LR,,,,,,"Typical incised decoration, see Hayes 1972, p.307."
SLP-2004,195,1,1,,,,CER,ARS,1,,w,,,,Classic,R-LR,,,,"0,3",,"very poorly conserved, but with decoration."
SLP-2005,2034,1,1,,TS,3-11-2005 00:00:00,CER,ARS,1,2,,,,,Classic,LR,,no,palm branch,,"Hayes, palmbranch style A, 4th/5th cent. AD",
SLP-2005,2010,2,1,,ET,7-11-2005 00:00:00,CER,ARS,1,2,b,plate,,b,Classic,R,10,no,no,"0,6",similar to Hayes form 3 type C88: II.cent. AD,
SLP-2005,2531,1,1,,ET,24-11-2005 00:00:00,CER,ARS,1,1,r,plate with overhanging rim,,c,Classic,LR,,no,no,,similar to Hayes form 61.B 33 (400-450 AD),
SLP-2005,2314,1,1,G 14,ET,14-11-2005 00:00:00,CER,ARS,1,50,b,,,b,Classic,LR,,no,no,,,
SLP-2005,2312,1,1,G 14,ET,14-11-2005 00:00:00,CER,ARS,1,5,b+r,,,b,Classic,LR,,no,no,,,
SLP-2005,2011,2,1,,ET,7-11-2005 00:00:00,CER,ARS,1,1,r,,,b,Classic,R-LR,,no,no,,,
SLP-2005,2045,2,1,,ET,7-11-2005 00:00:00,CER,ARS,1,1,r,,,b,Classic,R-LR,,no,no,,,
SLP-2005,2455,2,1,G17,ET,25-11-2005 00:00:00,CER,ARS,1,20,w,"big, open",,a1,Classic,LR,,,,,,
SLP-2005,2045,1,1,,TS,3-11-2005 00:00:00,CER,ARS,1,1,w,,,b,Classic,R,,,,,,
SLP-2005,3043,1,1,,ML,22-11-2005 00:00:00,CER,ARS,1,5,w,,,b,Classic,R,,,,,,
SLP-2005,3576,1,1,,JP,30-11-2005 00:00:00,CER,ARS,2,15,w,,,b,Classic,R-LR,,,,,,
SLP-2005,2010,1,1,,ET,1-11-2005 00:00:00,CER,ARS,1,,w,,,"b1
b1",Classic,R-LR,,,,,,
SLP-2005,2451,1,1,,ET,26-11-2005 00:00:00,CER,ARS,1,1,w,plate?,,c,Classic,R/LR,,,,,,
SLP-2005,2005,2,1,,ET,7-11-2005 00:00:00,CER,ARS,1,1,r,,,c,Classic,R-LR,,,,,,
SLP-2005,3584,1,1,,TS,30-11-2005 00:00:00,CER,ARS,1,6,,,,c,Classic,R-LR,,,,,,
SLP-2004,622,1,1,,DL,,CER,ARS,1,,b,,,,Classic,R2,,,,,,
SLP-2004,343,2,1,s,JP,,CER,ARS,4,,w,,,,Classic,R,,,,,,
SLP-2004,422,1,1,,,,CER,ARS,1,,w,,,,Classic,r-lr,,,,,,
SLP-2004,1241,1,1,,VDO,,CER,ARS,1,,w,,,,Classic,R2-LR,,,,,,
SLP-2004,1268,1,1,,DL,,CER,ARS,1,,w,,,,Classic,R-LR,,,,,,
SLP-2005,2045,2,1,,ET,7-11-2005 00:00:00,CER,ARS,4,10,w,,,,Classic,R-LR,,,,,,
SLP-2004,1230,1,1,,DL,,CER,ARS,1,,b,,,,Classic- Medieval,R2-TA,,,,,,piede ad anello
SLP-2004,194,1,1,,,,CER,ARS,2,,,,,,Classic- Medieval,TA,,,,,,
SLP-2005,3544,1,1,,TS,28-11-2005 00:00:00,CER,ARS,1,1,,,,,Not recorded,R-LR,,,,,,
SLP-2004,202,1,1,s,,,CER,ARS,1,,w,,,,Unidentified,UNI,,,,,,TO BE CHECKED
SLP-2004,341,1,1,,VDO,,CER,ARS,1,,w,,,,Unidentified,UNI,,,,,,
SLP-2005,2155,1,1,,ET,9-11-2005 00:00:00,CER,AU,1,55,r,,,b,Classic,R,,,,,,badly preserved
SLP-2005,2067,1,1,,ET,4-11-2005 00:00:00,CER,AU,1,80,h,,,b1,Classic,H,no,"very smaal, few",no,"0,5","Amphores 1994, Dressel 21-22",Campania-Lazio fruit I cent.  BC
SLP-2004,187,1,1,,,,CER,AU,1,,h,,,,Classic,H-R,,,,,,"could be anfora, but damaged sherd, difficult to interpreted"
SLP-2004,185,1,1,,,,CER,AU,1,,,,,,Classic,H-R,,,,,,"MAYBE TAP OF ANFORA, COULD ALSO BE LOOMWEIGHT"
SLP-2004,243,1,1,,,,CER,AU,1,,,,,,Classic,H-R,,,,,,"probable tab of anfora, width 4,4 cm, diameter: 9x8 (almost round)found during revisit in 1-3-2005."
SLP-2004,595,1,1,,MR,,CER,AU,1,,r,,,,Classic,H-R,,,,,,SP
SLP-2004,386,1,1,,DL,,CER,AU,1,,L,,,,Classic,H-R,,,,,,TAPPO TONDO E PIATTO PER ANFORA
SLP-2005,2170,1,1,,ET,9-11-2005 00:00:00,CER,AU,1,75,r,,,a2,Classic,R,,,,,,"too worn to be identified, very similar to AU in 2155-1-1"
SLP-2005,2451,2,1,,ET,26-11-2005 00:00:00,CER,AU,1,55,h,,,d,Unidentified,R/M,,few,no,,,"not sure if transport amphora, could also be big jar"
SLP-2004,1240,1,1,,MR,,CER,AU,1,,r,,,,Unidentified,UNI,,,,,,SP
SLP-2004,1183,1,1,,JP,,CER,AU,1,,tappo,,,,Unidentified,UNI,,,,,,
SLP-2004,43,1,1,,,,CER,BACINO,1,,R,,,,Classic,H-R,,,,,,BASIN? Poss DS
SLP-2004,187,1,1,,,,CER,BACINO,1,,R,,,,Classic,H-R,,,,,,SEE E.G. LA CASA DI LN P. 151
SLP-2004,122,1,1,,MR,,CER,BACINO,1,,,,,,Classic,H-R,,,,,,
SLP-2005,258,2,1,G4,ET,4-11-2005 00:00:00,CER,BG,1,5,w,coppetta concave-convex,,d,Classic,H,,,,,"Morel serie 2424, Capini 1984, pag.20, fig. 3.29","
end fourth-beginning third cent. BC, in Samnium found at Monte Vairano, dull gloss, local/regional production"
SLP-2005,2385,2,1,,jp,28-11-2005 00:00:00,CER,BG,3,10,w,,,d,Classic,C-H,,,,,, 2 bad quality gloss
SLP-2005,2385,2,1,,jp,28-11-2005 00:00:00,CER,BG,2,10,w,1xclosed form,,a,Classic,C-H,,,,,,1frag only gloss outside
SLP-2004,258,1,1,,,,CER,BG,1,,B,plate,,,Classic,H2-H1,,,,"0,5(inside base)/0,9(outside base)","Morel 2280-2287, best p. 2286c and e.(120resp50BC)","2286c and 2286e are probable, but outside base is not preserved. Would be 150-50 B.C."
SLP-2005,2341,1,1,,ML,15-11-2005 00:00:00,CER,BG,1,1,rim,bowl,,a,Classic,H,12,no,no,,Morel 2985?,2nd -1st c. B.C?
SLP-2004,686,1,1,,DL,,CER,BG,1,,r,,,,Classic,H-R,,,,,,bad black glass (Klaas: gloss????)
SLP-2004,269,1,1,,,,CER,BG,1,,r,unguentarium,,,Classic,h2,,,,,"morel 7112a/b, Rainini 175 (less)",bad quality gloss!
SLP-2005,2179,1,1,,ET,9-11-2005 00:00:00,CER,BG,1,10,h,small jug/jar,,d,Classic,H,,,,,,badly preserevd
SLP-2004,202,1,1,,,,CER,BG,1,,r,,,eige,Classic,h2,,,,,,"best parallel Morel 4114A1 tweede kwart tweede eeuw, moeilijke vorm niet sluitend te bepalen"
SLP-2004,202,1,1,,,,CER,BG,1,,b,,,beide/ redisch gloss,Classic,h1,,,,,,"best parallel morel 5553A1 see also morel 6230, 2971c1, 7223b1"
SLP-2004,580,1,1,,JP,,CER,BG,1,,,,,,Classic,H,,,,,,BG very ???????
SLP-2005,2383,1,1,,ET,16-11-2005 00:00:00,CER,BG,1,5,w,closed,,c,Classic,H,,,,,,"brigh red core, hard fired, good quality gloss: poss. Campanian ware"
SLP-2005,2369,1,1,,ET,17-11-2005 00:00:00,CER,BG,1,1,r,"patera, big bowl",,b,Classic,H,,,,,Morel serie 1523: end IV.-beginniing III. Cent. BC,"bright orange but poudery fabric, probably no local fabric"
SLP-2005,3537,1,1,,JP,30-11-2005 00:00:00,CER,BG,1,3,w,,,d,Classic,H,,,,,,BROWN GLOSS
SLP-2004,195,1,1,,,,CER,BG,1,,r,,,,Classic,H,,,,,Morel2334e1?,"Cf. Morel 2234, 2234a1, --> 2334e1"
SLP-2005,2388,1,1,,ML,21-11-2005 00:00:00,CER,BG,1,1,w,,,f,Classic,H,,,,,,Decorated on the outside with vertical incised lines.
SLP-2004,343,2,1,s,JP,,CER,BG,2,,b/h,,,,Classic,h,,,,,,difficult to draw
SLP-2004,187,1,1,,,,CER,BG,1,,,,,,Classic,H-R,,,,,,ds
SLP-2005,608,2,1,,TS,17-11-2005 00:00:00,CER,BG,1,5,r,,,a,Classic,H,,,,,,DS: occassionally grabbed.seems later pink fabric.Now in reference coll.
SLP-2005,2381,1,1,,ML,16-11-2005 00:00:00,CER,BG,1,5,w,plate,,b,Classic,C,,,no,"0,4",,"ecxeptional quality of very hard fabric and perfect shiny gloss, prob. Magna Graeca production of 5/4. Cent. BC"
SLP-2004,1292,1,1,,V'DO,,CER,BG,1,,w,,,,Classic,H-R,,,,,,"fra di BG interna ed esterna, colore imp rosa arancio"
SLP-2004,196,1,1,,,,CER,BG,1,,,,,,Classic,H,,,,,,"fram difficult to interpreted, possibel parallel  is Morel 2435 C1"
SLP-2005,2010,1,1,,ET,2-11-2005 00:00:00,CER,BG,1,1,r,plate,,e,Classic,H,,,,,,"gloss is black changing into brown towards egde of rim, evtl. Also late roman painted ware?
Gloss changes from black into brown towards egdes of rim, also late Roman painted Ware is a possibility"
SLP-2005,2385,1,1,,ET,17-11-2005 00:00:00,CER,BG,1,20,b,skyphos,,e,Classic,H,,no,no,,,"gloss on inside, on outside 'a fasce'"
SLP-2005,2342,2,1,,JP,30-11-2005 00:00:00,CER,BG,1,5,w,,,d,Classic,H,,,,,,GLOSS ONLY ON OUTSIDE
SLP-2005,2382,2,1,,jp,29-11-2005 00:00:00,CER,BG,1,5,w,closed,,d,Classic,C-H,,,,,,"gloss only on outside, closed form, beginning of handle is visible, but probably not drawable"
SLP-2005,2002,1,1,,ET,2-11-2005 00:00:00,CER,BG,1,5,w,Plate,,D,Classic,H,,,,,,gloss patchy black and brown due to bad firing
SLP-2005,2388,1,1,,ML,21-11-2005 00:00:00,CER,BG,1,5,h,kylix,,d,Classic,H,,no,no,,,"Good quality fragment, lustrous gloss, compact clay, tending to light grey in core. Possibly import."
SLP-2005,2006,1,1,,ET,4-11-2005 00:00:00,CER,BG,1,1,b,closed,,e,Classic,H,,no,no,,,"good, shiny gloss"
SLP-2005,2458,1,1,,jp,28-11-2005 00:00:00,CER,BG,1,2,w,,,d,Classic,h,,,,,,"greyish gloss, on outside stripes, probably due to eroision"
SLP-2005,3042,1,1,,ML,23-11-2005 00:00:00,CER,BG,1,15,b,plate,,b,Classic,R,,yes,no,,,"Hard fired compact clay, ropbust shape, probably 2nd c. B.C"
SLP-2004,612,1,1,,V.D.O,,CER,BG,1,,w,,,,Classic,H-R,,,,,,impasto arancio: probabilmente locale
SLP-2004,612,1,1,,V.D.O,,CER,BG,1,,w,,,,Classic,H-R,,,,,,impasto grigio: probabilmente campana
SLP-2005,2464,1,1,,ET,23-11-2005 00:00:00,CER,BG,2,95,"r,b",concave-covex cup,,d,Classic,H,,ver few,no,,"""Antonio"": Serie 2423 no.77: (2. half IV cent.-1. half II. Cent. BC), Morel","in Morel no direct parallel, Serie 2423 is similar, but not identical, Satriano offers almost identical piece: typical Campanian with broad diffusion in Samnium and S. Italy, local/regional production, glaze partly worn, mediocre quality"
SLP-2005,2309,3,1,,ML,18-11-2005 00:00:00,CER,BG,1,20,b,skyphos,,b,Classic,H,,no,no,,,Korinthian type of ring foot
SLP-2005,2382,1,1,,ET,16-11-2005 00:00:00,CER,BG,1,5,w,closed,,f,Classic,H,,,,,,light grey core:import from other local source similar to Campana B?
SLP-2005,2388,1,1,,ML,21-11-2005 00:00:00,CER,BG,1,30,b,skyphos,,d,Classic,H,,no,no,,,"Local BG ware, typical beige clay, tending to grey in core, compact clay, robust Attic type of ring foot."
SLP-2005,2388,1,1,,ML,21-11-2005 00:00:00,CER,BG,1,5,r,bowl,,d,Classic,H,,,,,,"Local type of BG, typical beige clay, tending to grey in core."
SLP-2005,2458,1,1,,jp,28-11-2005 00:00:00,CER,BG,1,2,w,,,a,Classic,h,,,,,,"nice gloss, good qualitytside"
SLP-2005,243,4,1,,jp,29-11-2005 00:00:00,CER,BG,1,2,w,,,d,Classic,C-H,,,wave incisions,,,nice incisions!
SLP-2004,196,1,1,,,,CER,BG,1,,b,plate,,,Classic,H2,,,,,no clear parallel,"no clear parallel, best is Morel 2286, 2/1st Bc prob, 1st BC!"
SLP-2004,45,1,1,,ET,,CER,BG,1,,r,,,,Classic,H2,,,,,,not clear maybe Raininni 546 but not conclusive
SLP-2004,204,1,1,,JP,,CER,BG,2,,w+b?,,,,Classic,H-R,,,,,,not destroyed
SLP-2005,2309,3,1,,ML,18-11-2005 00:00:00,CER,BG,2,30,w,,,e-f,Classic,H,,,,,,One fragment has a restoration hole with part of the lead cram still attached
SLP-2005,3042,1,1,,ML,23-11-2005 00:00:00,CER,BG,2,1,w,,,a-b,Classic,H,,,,,,One fragment is probably part of a overhanging lip.
SLP-2004,424,2,1,,JP,,CER,BG,3,,w,,,,Classic,h,,,,,,"one very thick piece: 1,4cm, one strange red outside?"
SLP-2005,2447,1,1,,ML,19-11-2005 00:00:00,CER,BG,3,15,w,,,d,Classic,H,,,,,,"Only small traces of gloss, reddish to brownish black"
SLP-2004,195,1,1,,,,CER,BG,1,,,,,,Classic,H,,,,,,"pale, malconserved"
SLP-2005,2006,1,1,,ET,4-11-2005 00:00:00,CER,BG,1,1,w,open,,a,Classic,H,,,,,Morel 1112a1 or 1114a1,"plate on foot with wall neatly distinct from 'vasca', local/regional production, 300 BC +/- 30"
SLP-2004,245,1,1,,,,CER,BG,1,,b,,,,Classic,h,,,,,,"PROB BG, PIEDE AD ANELLO"
SLP-2004,1191,1,1,,TS,,CER,BG,1,,,,,,Classic,H2,,,,,,prob relatively late
SLP-2005,2382,1,1,,ET,16-11-2005 00:00:00,CER,BG,1,1,w,open,,d,Classic,H,,,,,,probably early form
